user,is_red_team,isolation_forest,oneclass_svm,autoencoder
user82,0,0.4619672743565356,-25.385293733989727,0.0020952361953632446
user83,0,0.4347694009917458,-23.978614550091862,0.04362849429084892
user84,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user85,0,0.5130781043328979,-4.481168671306449,0.0011336595487288546
user86,0,0.43211205264977964,-26.93904175786949,0.0373138546629749
user87,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user88,0,0.4725574721548093,-20.830298953823416,0.0005782355120316509
user89,0,0.46271808919850854,-27.37972075551221,0.0327078581430612
user90,0,0.4515488529382799,-29.697527758841375,0.01210942736973727
user91,0,0.4477665223309942,-30.643299851050955,0.02337492079314827
user92,0,0.41388483925643205,-43.90197993271644,0.006419932128077167
user93,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user94,0,0.47963419050842465,-25.8381140790286,0.05127470579417506
user95,0,0.5382670824715111,-0.00017372471546650559,0.07190527897332469
user96,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user97,0,0.45804010496711134,-28.285347548355986,0.03793661380958373
user98,0,0.45088904296417764,-34.64398816927425,0.029330956905325535
user99,0,0.44884867446884247,-30.440416881806243,0.0007105751816811746
user100,0,0.47851577394582007,-26.052559842858983,0.026715003208196277
user101,0,0.4838427288874583,-13.31220237752703,0.001034274000445347
user102,0,0.4619672743565356,-25.385293733989727,0.0020952361953632446
user103,0,0.44245475234929704,-33.27772382743069,0.0030751436478088615
user104,0,0.43283741743501164,-35.4396868133467,0.004072250279421335
user105,0,0.4761997534383682,-25.2721314936708,0.010335031945766895
user106,0,0.486702864291804,-20.711439409468,0.0749984474687683
user107,0,0.47963419050842465,-25.8381140790286,0.05127470579417506
user108,0,0.43283741743501164,-35.4396868133467,0.004072250279421335
user109,0,0.466710380255248,-24.511550591901965,0.007776937197225365
user110,0,0.5669227751960397,9.296992597619152,0.002599415195483606
user111,0,0.47528054723251983,-15.06299378563574,0.0020790018355093666
user112,0,0.5171175177753918,0.0002412824310056294,0.046944080843204915
user113,0,0.5650763082742685,-0.3445449476501494,0.03357394981927211
user114,0,0.47442054154401275,-16.057115060095214,0.005580882459546076
user115,0,0.6060482762468266,-0.44236769738236603,0.07151362056877177
user116,0,0.4219016590673082,-29.208453961150525,0.019041464449217567
user117,0,0.443038825373037,-31.726915519657894,0.00018129358232538267
user118,0,0.47797080943241366,-15.545444779868916,0.0019553444399526766
user119,0,0.5750949095500174,-25.845338645771818,0.11276796411225347
user120,0,0.48268654982100995,-12.883451352852518,0.01565714843781729
user121,0,0.5099647641593951,0.00019253866599910907,0.040767695263928753
user122,0,0.5032415532791462,-14.599495798706556,0.0006906838574299056
user123,0,0.6535255890745182,80.80725518907892,0.6213961544438109
user124,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user125,0,0.43922459153947685,-40.05547905938491,0.00595201866383547
user126,0,0.6639034263793807,6.36922567903909,0.2385507393737914
user127,0,0.48292773444475007,-10.986199789151158,0.0029850062336442954
user128,0,0.47442054154401275,-16.057115060095214,0.005580882459546076
user129,0,0.4562562976670979,-20.259836367475344,0.0008535377242341774
user130,0,0.4575818066743731,-30.737258206562217,0.025229227736721618
user131,0,0.48636263921102285,-9.02203266873559,0.07838236066161007
user132,0,0.44245475234929704,-33.27772382743069,0.0030751436478088615
user133,0,0.4693952978078652,-20.264284625225002,0.010467299458336543
user134,0,0.4408373086375381,-38.68087302246224,0.021766750774773226
user135,0,0.513267654843827,-5.204818971913255,0.008289694808949172
user136,0,0.47851532199834096,-25.94618263208514,0.047786508510259826
user137,0,0.6273800495118067,8.552099014131642,0.22303813317493812
user138,0,0.4717812193311369,-16.696949080596568,0.012894604653122787
user139,0,0.46947745433990085,-17.07455937812577,0.00013134573283101717
user140,0,0.49268139759987395,-19.6433341548761,0.024406072430471146
user141,0,0.4747966711441321,-15.968893987351237,0.045212680697956205
user142,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user143,0,0.513267654843827,-5.204818971913255,0.008289694808949172
user144,0,0.47038391575479144,-25.499523592141998,0.0024208514350354234
user145,0,0.49396626070891303,-8.149643857667229,0.03521911089695801
user146,0,0.46271808919850854,-27.37972075551221,0.0327078581430612
user147,0,0.43126941391411583,-26.946651075968816,0.006869071099739466
user148,0,0.45623443275171227,-25.39632569297271,0.006388044658576439
user149,0,0.41624664493092633,-41.899421943233335,0.018291520033730704
user150,0,0.5029252487741307,-12.926553412044626,0.007685830671302349
user151,0,0.4848011862648948,-24.102239443721146,0.035620158089924116
user152,0,0.4729328796868894,-20.569716245921228,0.00171602222096213
user153,0,0.6869899792907773,20.851571245991764,0.11113409672143915
user154,0,0.4419707083857377,-37.14415274302576,0.030490152038776443
user155,0,0.4524466401557765,-30.303891001270358,0.0003423121774464808
user156,0,0.43533500115126705,-31.684292371273756,0.019997192701530418
user157,0,0.4328569007668048,-25.714667611409396,0.014995047722859305
user158,0,0.5054809898204363,-16.497313576992582,0.12964287342020844
user159,0,0.4894718807940809,-25.171778133288456,0.05937365510764003
user160,0,0.4567840988138976,-32.778720676823525,0.0006735073877677249
user161,0,0.4737663625109434,-24.93433799776207,0.024192772655044503
user162,0,0.5085190807860063,-6.262917160084498,0.0019530483162200226
user163,0,0.5817750188791828,-20.409809878928428,0.19330564621970864
user164,0,0.45050933528066306,-27.301497533247897,0.0018273371420254975
user165,0,0.46271808919850854,-27.37972075551221,0.0327078581430612
user166,0,0.4761997534383682,-25.2721314936708,0.010335031945766895
user167,0,0.45683411990557776,-20.266195872238,0.061688489437758245
user168,0,0.4816348162314389,-9.496677598509251,0.026035327564520063
user169,0,0.6592348371710287,28.640041846471405,0.2929687899482847
user170,0,0.4725574721548093,-20.830298953823416,0.0005782355120316509
user171,0,0.6662701476521354,92.83920951164413,1.3993547044567445
user172,0,0.4468762910763357,-36.81096776097428,0.041082192720283815
user173,0,0.46705657271815015,-14.279113196439795,0.028749271342276318
user174,0,0.4747966711441321,-15.968893987351237,0.045212680697956205
user175,0,0.4315093493180026,-37.196995545648434,0.004986730329653527
user176,0,0.4838427288874583,-13.31220237752703,0.001034274000445347
user177,0,0.671355032364683,77.81937944145824,0.7036713019299914
user178,0,0.4732115234750903,-14.081728260518588,0.0004111394332308879
user179,0,0.48161827984907063,-8.488064807580997,0.005007368082954002
user180,0,0.43299387738747364,-38.05379372220392,0.002308921155264152
user181,0,0.4729328796868894,-20.569716245921228,0.00171602222096213
user182,0,0.4562047541128659,-25.33729860659068,0.0034278771732868347
user183,0,0.4693952978078652,-20.264284625225002,0.010467299458336543
user184,0,0.44431041990489506,-29.51670508058615,0.0010448054879066166
user185,0,0.6456623712144921,-4.58261398130719,0.1492051979614375
user186,0,0.6610245446730777,78.54715159982072,0.7040386657266453
user187,0,0.5204957709608671,-9.305537484264988,0.05586256412105632
user188,0,0.440168285558359,-34.71017698638616,0.015777077408134894
user189,0,0.43922459153947685,-40.05547905938491,0.00595201866383547
user190,0,0.6581477504021948,14.659783337642963,0.2528388638468795
user191,0,0.4562047541128659,-25.33729860659068,0.0034278771732868347
user192,0,0.5130781043328979,-4.481168671306449,0.0011336595487288546
user193,0,0.5333828309025203,-9.880173965853544,0.0566109549538158
user194,0,0.5653495137457417,-32.27923554120633,0.06047275139929931
user195,0,0.5941471920389727,-13.132310798115554,0.286815567482411
user196,0,0.62170677630229,-3.3701828869020005,0.36575756752727545
user197,0,0.46272728138818237,-30.068038747444547,0.06653806832223931
user198,0,0.4515972431203076,-31.86680086436428,0.0010980572861048663
user199,0,0.5283002757596984,-13.073173766059256,0.12530195011240639
user200,0,0.651458491701974,6.573562900294775,0.088889267054825
user201,0,0.5905276019705503,12.177493189656104,0.04202971028877964
user202,0,0.6699494155788468,10.678734650913782,0.09523616794442015
user203,0,0.5415643218339908,-2.421129463912621,0.03493825789226334
user204,0,0.5564175630225845,-3.1491716707383546,0.04866990457741905
user205,0,0.41624664493092633,-41.899421943233335,0.018291520033730704
user206,0,0.41388483925643205,-43.90197993271644,0.006419932128077167
user207,0,0.4408373086375381,-38.68087302246224,0.021766750774773226
user208,0,0.4668363314563119,-20.65373477763964,0.024769773249923934
user209,0,0.4567840988138976,-32.778720676823525,0.0006735073877677249
user210,0,0.4782346537699472,-29.328804578402043,0.06726703746396266
user211,0,0.48292773444475007,-10.986199789151158,0.0029850062336442954
user212,0,0.485406035089768,-20.72335051819988,0.011783931562577643
user213,0,0.4515488529382799,-29.697527758841375,0.01210942736973727
user214,0,0.6434702419953542,16.61918485990276,0.41184196208297746
user215,0,0.4515972431203076,-31.86680086436428,0.0010980572861048663
user216,0,0.4493153139920619,-17.830702634130716,0.0006768933679531251
user217,0,0.443038825373037,-31.726915519657894,0.00018129358232538267
user218,0,0.4515972431203076,-31.86680086436428,0.0010980572861048663
user219,0,0.48636263921102285,-9.02203266873559,0.07838236066161007
user220,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user221,0,0.43636438575845277,-34.6788245611632,0.0003368169076170467
user222,0,0.47337343725704617,-15.082297878105805,0.053940641973656604
user223,0,0.5084001194166027,-4.782858043244744,0.021427835104373294
user224,0,0.43798912338076834,-38.30045720170361,0.013527641672920913
user225,0,0.4524466401557765,-30.303891001270358,0.0003423121774464808
user226,0,0.4232094136542357,-40.55286773516599,0.0006887778788685621
user227,0,0.4347694009917458,-23.978614550091862,0.04362849429084892
user228,0,0.5847356813818886,-21.203663067130577,0.10072638795382415
user229,0,0.44884867446884247,-30.440416881806243,0.0007105751816811746
user230,0,0.4669513978294234,-8.99419844057212,0.0005193869132536795
user231,0,0.5130781043328979,-4.481168671306449,0.0011336595487288546
user232,0,0.5023512057408246,-14.042513301369695,0.038826635847116917
user233,0,0.4318145913272218,-25.744320622611554,0.02363822981595747
user234,0,0.49033496752139755,-14.0462628864571,0.003284426468347747
user235,0,0.651030543963811,-9.096666371965426,0.08803650042535874
user236,0,0.4612417012725231,-27.047626159231186,0.05108929524991269
user237,0,0.5099322293734693,-10.838459769393296,0.0006052071956391843
user238,0,0.5214244284028242,-15.831664242160457,0.027322071270084528
user239,0,0.485406035089768,-20.72335051819988,0.011783931562577643
user240,0,0.5038467976047512,-10.173871062299241,0.002993293573403877
user241,0,0.48479849835089495,-15.03397041166076,0.008994242586337537
user242,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user243,0,0.443038825373037,-31.726915519657894,0.00018129358232538267
user244,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user245,0,0.60529300681983,-13.730435913948128,0.22419856987947065
user246,0,0.48292773444475007,-10.986199789151158,0.0029850062336442954
user247,0,0.4512656311277368,-25.221339089155066,0.04325005305299992
user248,0,0.47528054723251983,-15.06299378563574,0.0020790018355093666
user249,0,0.4761997534383682,-25.2721314936708,0.010335031945766895
user250,0,0.49268139759987395,-19.6433341548761,0.024406072430471146
user251,0,0.41624664493092633,-41.899421943233335,0.018291520033730704
user252,0,0.5386340115537518,5.865137495675299e-06,0.010715230655276508
user253,0,0.5275595868545251,-4.714175770702923,0.02497147977151429
user254,0,0.4669513978294234,-8.99419844057212,0.0005193869132536795
user255,0,0.4747966711441321,-15.968893987351237,0.045212680697956205
user256,0,0.43211205264977964,-26.93904175786949,0.0373138546629749
user257,0,0.4737663625109434,-24.93433799776207,0.024192772655044503
user258,0,0.46947745433990085,-17.07455937812577,0.00013134573283101717
user259,0,0.44431041990489506,-29.51670508058615,0.0010448054879066166
user260,0,0.43211205264977964,-26.93904175786949,0.0373138546629749
user261,0,0.43958231666799563,-22.779524657839772,0.009788398997510994
user262,0,0.4693952978078652,-20.264284625225002,0.010467299458336543
user263,0,0.628300246136576,19.10502928234358,0.2081705484038422
user264,0,0.44431041990489506,-29.51670508058615,0.0010448054879066166
user265,0,0.4692845193494473,-14.184910453903228,0.01132829414996661
user266,0,0.47528054723251983,-15.06299378563574,0.0020790018355093666
user267,0,0.6474841481203826,-5.20172624410344,0.0922254547416612
user268,0,0.4732115234750903,-14.081728260518588,0.0004111394332308879
user269,0,0.502038120162986,-12.627623528617619,0.05849433385257407
user270,0,0.4383182216246051,-39.749381366488336,0.03493034218530576
user271,0,0.6141531108107559,-16.37215641906846,0.21014876496871124
user272,0,0.4318145913272218,-25.744320622611554,0.02363822981595747
user273,0,0.45683411990557776,-20.266195872238,0.061688489437758245
user274,0,0.5595792299729624,-0.14276391921208642,0.32611514751405457
user275,0,0.4669513978294234,-8.99419844057212,0.0005193869132536795
user276,0,0.4347694009917458,-23.978614550091862,0.04362849429084892
user277,0,0.43533500115126705,-31.684292371273756,0.019997192701530418
user278,0,0.44431041990489506,-29.51670508058615,0.0010448054879066166
user279,0,0.5121236377002871,-17.42371544957777,0.149181766818733
user280,0,0.5074399163731139,-10.588308752335593,0.08382054248997647
user281,0,0.4303752555302007,-23.96754205735155,0.00475754055841984
user282,0,0.48292773444475007,-10.986199789151158,0.0029850062336442954
user283,0,0.5204957709608671,-9.305537484264988,0.05586256412105632
user284,0,0.5569035800868647,2.2975436035419534,0.022516847285863947
user285,0,0.5227884089809366,-14.52177690087396,0.08580482006233227
user286,0,0.43798912338076834,-38.30045720170361,0.013527641672920913
user287,0,0.4562562976670979,-20.259836367475344,0.0008535377242341774
user288,0,0.5239143874519089,-5.437258556830301,0.0013260785680624728
user289,0,0.4912740639161275,-17.775556254764496,0.12402778674253026
user290,0,0.4468762910763357,-36.81096776097428,0.041082192720283815
user291,0,0.45683411990557776,-20.266195872238,0.061688489437758245
user292,0,0.4761997534383682,-25.2721314936708,0.010335031945766895
user293,0,0.48479849835089495,-15.03397041166076,0.008994242586337537
user294,0,0.4219016590673082,-29.208453961150525,0.019041464449217567
user295,0,0.47528054723251983,-15.06299378563574,0.0020790018355093666
user296,0,0.513267654843827,-5.204818971913255,0.008289694808949172
user297,0,0.48268654982100995,-12.883451352852518,0.01565714843781729
user298,0,0.43126941391411583,-26.946651075968816,0.006869071099739466
user299,0,0.4524466401557765,-30.303891001270358,0.0003423121774464808
user300,0,0.6914121615064732,40.75298503630954,0.151363933916558
user301,0,0.47720231376096056,-15.912513224102526,0.006272359658643445
user302,0,0.497223933544457,-15.808565273857482,0.02018601643098718
user303,0,0.4580443965301309,-25.32670953163779,0.038684036793009774
user304,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user305,0,0.524779937547356,0.00013529765146813588,0.0016162880404308939
user306,0,0.49245586333346286,-18.51289073631969,0.01800709472865322
user307,0,0.43922459153947685,-40.05547905938491,0.00595201866383547
user308,0,0.4676994893450291,-13.987741320529949,0.050495599173720714
user309,0,0.5270138520240897,-8.864662498257616,0.0444921658511071
user310,0,0.4562047541128659,-25.33729860659068,0.0034278771732868347
user311,0,0.4450642676866763,-22.75525982216206,0.031389414861271545
user312,0,0.45683411990557776,-20.266195872238,0.061688489437758245
user313,0,0.47337343725704617,-15.082297878105805,0.053940641973656604
user314,0,0.5032415532791462,-14.599495798706556,0.0006906838574299056
user315,0,0.466710380255248,-24.511550591901965,0.007776937197225365
user316,0,0.47881871553240757,-21.06741138421887,0.027284144748110542
user317,0,0.44993834019039836,-35.335248429686914,0.00859174248570757
user318,0,0.4912740639161275,-17.775556254764496,0.12402778674253026
user319,0,0.48327579730900516,-17.085640965753555,0.032188970971916045
user320,0,0.4693952978078652,-20.264284625225002,0.010467299458336543
user321,0,0.6039947345766375,-12.90738791322272,0.25516603287431977
user322,0,0.46947745433990085,-17.07455937812577,0.00013134573283101717
user323,0,0.48479849835089495,-15.03397041166076,0.008994242586337537
user324,0,0.45778697440174687,-32.19356824911492,0.05863015443070823
user325,0,0.47528054723251983,-15.06299378563574,0.0020790018355093666
user326,0,0.47038391575479144,-25.499523592141998,0.0024208514350354234
user327,0,0.43922459153947685,-40.05547905938491,0.00595201866383547
user328,0,0.5386340115537518,5.865137495675299e-06,0.010715230655276508
user329,0,0.45050933528066306,-27.301497533247897,0.0018273371420254975
user330,0,0.501975689359001,-10.243529980041387,0.028511524074227825
user331,0,0.4328569007668048,-25.714667611409396,0.014995047722859305
user332,0,0.47337343725704617,-15.082297878105805,0.053940641973656604
user333,0,0.4816348162314389,-9.496677598509251,0.026035327564520063
user334,0,0.51886767036125,-3.265054522216815e-05,0.003633798725751909
user335,0,0.4328569007668048,-25.714667611409396,0.014995047722859305
user336,0,0.5150353853010978,-8.940159531236588,0.16266313020128356
user337,0,0.486702864291804,-20.711439409468,0.0749984474687683
user338,0,0.44956384930682775,-30.80476240119296,0.009656648507269354
user339,0,0.665604051487937,5.989572433539905,0.07766371943467214
user340,0,0.6229601089761834,1.1340587552480486,0.10713261086504199
user341,0,0.48292773444475007,-10.986199789151158,0.0029850062336442954
user342,0,0.4232094136542357,-40.55286773516599,0.0006887778788685621
user343,0,0.4729328796868894,-20.569716245921228,0.00171602222096213
user344,0,0.45232617168583206,-30.175348189710462,0.07902974151011534
user345,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user346,0,0.46947745433990085,-17.07455937812577,0.00013134573283101717
user347,0,0.45775130037020795,-31.698634864873185,0.04423672190224923
user348,0,0.5217563716419665,-0.9554611984398775,0.001353274377656413
user349,0,0.5164357884441011,-4.578088912435419,0.000921801198897644
user350,0,0.479350058005268,-27.543790687004503,0.04175747708969382
user351,0,0.524779937547356,0.00013529765146813588,0.0016162880404308939
user352,0,0.4907341600461709,-14.56817242629026,0.0023052593231940818
user353,0,0.6975196753619548,26.533832926300576,0.15933692192386759
user354,0,0.4939122751700855,-16.301419250060462,0.0328375744050347
user355,0,0.5069281872229914,-8.689211381618605,0.000436801078213845
user356,0,0.43283741743501164,-35.4396868133467,0.004072250279421335
user357,0,0.4408373086375381,-38.68087302246224,0.021766750774773226
user358,0,0.45088904296417764,-34.64398816927425,0.029330956905325535
user359,0,0.45623443275171227,-25.39632569297271,0.006388044658576439
user360,0,0.44993834019039836,-35.335248429686914,0.00859174248570757
user361,0,0.4562562976670979,-20.259836367475344,0.0008535377242341774
user362,0,0.5099647641593951,0.00019253866599910907,0.040767695263928753
user363,0,0.4575818066743731,-30.737258206562217,0.025229227736721618
user364,0,0.4363969236577529,-36.749786300127795,0.00386476009696126
user365,0,0.41388483925643205,-43.90197993271644,0.006419932128077167
user366,0,0.5227884089809366,-14.52177690087396,0.08580482006233227
user367,0,0.4612417012725231,-27.047626159231186,0.05108929524991269
user368,0,0.4450642676866763,-22.75525982216206,0.031389414861271545
user369,0,0.4619672743565356,-25.385293733989727,0.0020952361953632446
user370,0,0.44930758959164746,-17.82191993854636,0.06975919242218521
user371,0,0.6112622987290699,-11.511501934415662,0.25185884914052115
user372,0,0.44884867446884247,-30.440416881806243,0.0007105751816811746
user373,0,0.45683411990557776,-20.266195872238,0.061688489437758245
user374,0,0.5595792299729624,-0.14276391921208642,0.32611514751405457
user375,0,0.4219016590673082,-29.208453961150525,0.019041464449217567
user376,0,0.49268139759987395,-19.6433341548761,0.024406072430471146
user377,0,0.44930758959164746,-17.82191993854636,0.06975919242218521
user378,0,0.41388483925643205,-43.90197993271644,0.006419932128077167
user379,0,0.5171175177753918,0.0002412824310056294,0.046944080843204915
user380,0,0.43532164607854346,-33.18201385622933,0.007450782266496056
user381,0,0.49620032548862536,-12.578241775438755,0.009639983103119403
user382,0,0.4668363314563119,-20.65373477763964,0.024769773249923934
user383,0,0.43798912338076834,-38.30045720170361,0.013527641672920913
user384,0,0.4450642676866763,-22.75525982216206,0.031389414861271545
user385,0,0.6321805157371678,-11.64534000721224,0.09416340461520037
user386,0,0.41624664493092633,-41.899421943233335,0.018291520033730704
user387,0,0.4692845193494473,-14.184910453903228,0.01132829414996661
user388,0,0.48327579730900516,-17.085640965753555,0.032188970971916045
user389,0,0.4676994893450291,-13.987741320529949,0.050495599173720714
user390,0,0.48494676104919854,-9.566800162748649,0.013143377167276813
user391,0,0.43533500115126705,-31.684292371273756,0.019997192701530418
user392,0,0.6586317050717176,6.907848758959716,0.19081796958672073
user393,0,0.43211205264977964,-26.93904175786949,0.0373138546629749
user394,0,0.4558277198080052,-30.24074029930142,0.0011735393612307989
user395,0,0.5251979735204353,-3.1454342475026067,0.009144417939393171
user396,0,0.47963419050842465,-25.8381140790286,0.05127470579417506
user397,0,0.49799587048664246,-13.495543747857653,0.021215523228050596
user398,0,0.4211035419464934,-43.5391487593794,0.002369871695181688
user399,0,0.47048977093563404,-26.7996271831245,0.0015571678530868543
user400,0,0.4493153139920619,-17.830702634130716,0.0006768933679531251
user401,0,0.43798912338076834,-38.30045720170361,0.013527641672920913
user402,0,0.47851577394582007,-26.052559842858983,0.026715003208196277
user403,0,0.5164357884441011,-4.578088912435419,0.000921801198897644
user404,0,0.4198321303708665,-44.949539700171414,0.014234193833231011
user405,0,0.443038825373037,-31.726915519657894,0.00018129358232538267
user406,0,0.46421355459593405,-13.913134614738368,0.0028229805995444676
user407,0,0.4575818066743731,-30.737258206562217,0.025229227736721618
user408,0,0.6023783590788889,-5.580754914419629,0.18630803173043162
user409,0,0.46421355459593405,-13.913134614738368,0.0028229805995444676
user410,0,0.6402717865164982,15.39484398792267,0.5878565159625462
user411,0,0.4347694009917458,-23.978614550091862,0.04362849429084892
user412,0,0.4219016590673082,-29.208453961150525,0.019041464449217567
user413,0,0.4725574721548093,-20.830298953823416,0.0005782355120316509
user414,0,0.45050933528066306,-27.301497533247897,0.0018273371420254975
user415,0,0.5023512057408246,-14.042513301369695,0.038826635847116917
user416,0,0.6474899116990771,-8.619908752344372,0.05824268020810275
user417,0,0.43798912338076834,-38.30045720170361,0.013527641672920913
user418,0,0.6240514048498003,-0.44491970600637387,0.18285635775146736
user419,0,0.45804010496711134,-28.285347548355986,0.03793661380958373
user420,0,0.48327579730900516,-17.085640965753555,0.032188970971916045
user421,0,0.5032415532791462,-14.599495798706556,0.0006906838574299056
user422,0,0.48587171319303174,-18.956597507321334,0.015953018345457932
user423,0,0.4725574721548093,-20.830298953823416,0.0005782355120316509
user424,0,0.43299387738747364,-38.05379372220392,0.002308921155264152
user425,0,0.45623443275171227,-25.39632569297271,0.006388044658576439
user426,0,0.5305808804851561,-7.469831128832283,0.22700936324578455
user427,0,0.4318145913272218,-25.744320622611554,0.02363822981595747
user428,0,0.43506022649800996,-39.76993088012668,0.01072933288772922
user429,0,0.5172002683089441,-14.102585860591887,0.1211555451448215
user430,0,0.49799587048664246,-13.495543747857653,0.021215523228050596
user431,0,0.43636438575845277,-34.6788245611632,0.0003368169076170467
user432,0,0.5164357884441011,-4.578088912435419,0.000921801198897644
user433,0,0.6583210360273765,-3.0499069471226505,0.11411827425911664
user434,0,0.41327693737875326,-45.427756300484845,0.0001435783914748547
