user,mean_login_hour,mean_logout_hour,files_per_day,usb_per_day,emails_per_day,out_of_session_access,degree_centrality,betweenness_centrality,keyword_flag,subject_len,sentiment,is_red_team
user34,6.0,16.0,3.0,0.0,0.0,2,,,,,,0
user35,8.0,17.0,1.0,0.0,0.0,1,,,,,,0
user36,9.0,18.0,3.0,0.0,0.0,2,,,,,,0
user37,7.0,14.0,3.0,0.0,0.0,1,,,,,,0
user38,7.0,17.0,2.0,0.0,0.0,1,,,,,,0
user39,10.0,20.0,2.0,0.0,0.0,1,,,,,,0
user40,9.0,19.0,2.0,0.0,0.0,1,,,,,,0
user41,9.0,16.0,2.0,0.0,0.0,2,,,,,,0
user42,7.0,16.0,1.0,0.0,0.0,1,,,,,,0
user43,6.0,12.0,1.0,0.0,0.0,1,,,,,,0
user44,6.0,13.0,3.0,0.0,0.0,2,,,,,,0
user45,9.0,15.0,2.0,0.0,0.0,2,,,,,,0
user46,9.0,19.0,3.0,0.0,0.0,1,,,,,,0
user47,9.0,17.0,3.0,0.0,0.0,3,,,,,,0
user48,10.0,16.0,2.0,0.0,0.0,2,,,,,,0
user49,6.0,16.0,2.0,0.0,0.0,1,,,,,,0
user50,8.0,16.0,1.0,0.0,0.0,0,,,,,,0
user51,6.0,15.0,1.0,0.0,0.0,1,,,,,,0
user52,7.0,13.0,1.0,0.0,0.0,0,,,,,,0
user53,8.0,15.0,2.0,0.0,0.0,2,,,,,,0
user54,10.0,16.0,3.0,0.0,0.0,3,,,,,,0
user55,8.0,18.0,2.0,0.0,0.0,1,,,,,,0
user56,10.0,17.0,3.0,0.0,0.0,2,,,,,,0
user57,8.0,15.0,1.0,0.0,0.0,1,,,,,,0
user58,10.0,20.0,2.0,0.0,0.0,2,,,,,,0
user59,6.0,14.0,2.0,0.0,0.0,2,,,,,,0
user60,9.0,15.0,1.0,0.0,0.0,1,,,,,,0
user61,8.0,16.0,1.0,0.0,0.0,1,,,,,,0
user62,7.0,14.0,3.0,0.0,0.0,3,,,,,,0
user63,10.0,16.0,2.0,0.0,0.0,0,,,,,,0
user64,9.0,15.0,1.0,0.0,0.0,1,,,,,,0
user65,10.0,17.0,3.0,0.0,0.0,2,,,,,,0
user66,7.0,16.0,3.0,0.0,0.0,1,,,,,,0
user67,10.0,18.0,2.0,0.0,0.0,1,,,,,,0
user68,10.0,20.0,3.0,0.0,0.0,1,,,,,,0
user69,9.0,19.0,1.0,0.0,0.0,0,,,,,,0
user70,7.0,15.0,3.0,0.0,0.0,1,,,,,,0
user71,9.0,17.0,2.0,0.0,0.0,1,,,,,,0
user72,9.0,19.0,2.0,0.0,0.0,0,,,,,,0
user73,9.0,16.0,2.0,0.0,0.0,0,,,,,,0
user74,7.0,15.0,1.0,0.0,0.0,1,,,,,,0
user75,6.0,16.0,2.0,0.0,1.0,1,,,1.0,7.0,0.0,0
user76,7.0,14.0,2.0,0.0,0.0,1,,,,,,0
user77,6.0,12.0,3.0,0.0,0.0,1,,,,,,0
user78,7.0,13.0,1.0,0.0,0.0,0,,,,,,0
user79,8.0,18.0,2.0,0.0,0.0,2,,,,,,0
user80,7.0,16.0,2.0,0.0,0.0,2,,,,,,0
user81,7.0,14.0,2.0,0.0,0.0,0,,,,,,0
user82,10.0,19.0,2.0,0.0,0.0,1,,,,,,0
user83,7.0,16.0,1.0,0.0,0.0,1,,,,,,0
user84,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user85,6.0,15.0,1.0,0.0,0.0,0,,,,,,0
user86,8.0,17.0,1.0,0.0,0.0,1,,,,,,0
user87,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user88,6.0,15.0,3.0,0.0,0.0,2,,,,,,0
user89,8.0,14.0,3.0,0.0,0.0,2,,,,,,0
user90,7.0,14.0,3.0,0.0,0.0,2,,,,,,0
user91,10.0,17.0,2.0,0.0,0.0,1,,,,,,0
user92,9.0,17.0,2.0,0.0,0.0,1,,,,,,0
user93,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user94,9.0,19.0,2.0,0.0,0.0,2,,,,,,0
user95,6.0,16.0,3.0,0.0,0.0,3,,,,,,0
user96,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user97,7.0,16.0,3.0,0.0,0.0,1,,,,,,0
user98,9.0,18.0,2.0,0.0,0.0,2,,,,,,0
user99,6.0,15.0,2.0,0.0,0.0,1,,,,,,0
user100,6.0,14.0,2.0,0.0,0.0,2,,,,,,0
user101,9.0,18.0,1.0,0.0,0.0,0,,,,,,0
user102,10.0,19.0,2.0,0.0,0.0,1,,,,,,0
user103,7.0,15.0,3.0,0.0,0.0,2,,,,,,0
user104,7.0,17.0,2.0,0.0,0.0,1,,,,,,0
user105,10.0,18.0,2.0,0.0,0.0,2,,,,,,0
user106,6.0,16.0,2.0,0.0,0.0,2,,,,,,0
user107,9.0,19.0,2.0,0.0,0.0,2,,,,,,0
user108,7.0,17.0,2.0,0.0,0.0,1,,,,,,0
user109,6.0,13.0,2.0,0.0,0.0,1,,,,,,0
user110,6.0,12.0,3.0,0.0,0.0,3,,,,,,0
user111,7.0,13.0,1.0,0.0,0.0,1,,,,,,0
user112,10.0,20.0,1.0,0.0,0.0,1,,,,,,0
user113,10.0,20.0,2.0,0.0,0.0,0,,,,,,0
user114,6.0,16.0,3.0,0.0,0.0,2,,,,,,0
user115,10.0,18.0,1.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user116,8.0,16.0,1.0,0.0,0.0,1,,,,,,0
user117,7.0,16.0,3.0,0.0,0.0,2,,,,,,0
user118,7.0,15.0,1.0,0.0,0.0,0,,,,,,0
user119,9.0,15.0,2.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user120,6.0,16.0,3.0,0.0,0.0,1,,,,,,0
user121,10.0,16.0,1.0,0.0,0.0,0,,,,,,0
user122,10.0,20.0,2.0,0.0,0.0,1,,,,,,0
user123,8.0,16.0,3.0,0.0,2.0,1,,,0.0,14.0,0.0,0
user124,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user125,8.0,15.0,2.0,0.0,0.0,2,,,,,,0
user126,9.0,19.0,2.0,0.0,1.0,1,,,1.0,12.0,0.0,0
user127,8.0,18.0,1.0,0.0,0.0,0,,,,,,0
user128,6.0,16.0,3.0,0.0,0.0,2,,,,,,0
user129,8.0,14.0,1.0,0.0,0.0,1,,,,,,0
user130,7.0,13.0,2.0,0.0,0.0,1,,,,,,0
user131,6.0,16.0,1.0,0.0,0.0,1,,,,,,0
user132,7.0,15.0,3.0,0.0,0.0,2,,,,,,0
user133,10.0,18.0,3.0,0.0,0.0,2,,,,,,0
user134,7.0,15.0,2.0,0.0,0.0,2,,,,,,0
user135,10.0,18.0,1.0,0.0,0.0,0,,,,,,0
user136,6.0,15.0,2.0,0.0,0.0,2,,,,,,0
user137,8.0,14.0,1.0,0.0,1.0,1,,,0.0,14.0,0.0,0
user138,8.0,15.0,1.0,0.0,0.0,0,,,,,,0
user139,8.0,17.0,1.0,0.0,0.0,0,,,,,,0
user140,10.0,19.0,2.0,0.0,0.0,2,,,,,,0
user141,10.0,16.0,3.0,0.0,0.0,2,,,,,,0
user142,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user143,10.0,18.0,1.0,0.0,0.0,0,,,,,,0
user144,10.0,17.0,2.0,0.0,0.0,2,,,,,,0
user145,9.0,15.0,1.0,0.0,0.0,0,,,,,,0
user146,8.0,14.0,3.0,0.0,0.0,2,,,,,,0
user147,8.0,15.0,1.0,0.0,0.0,1,,,,,,0
user148,6.0,16.0,2.0,0.0,0.0,1,,,,,,0
user149,9.0,16.0,2.0,0.0,0.0,1,,,,,,0
user150,7.0,14.0,3.0,0.0,0.0,3,,,,,,0
user151,7.0,16.0,2.0,0.0,0.0,0,,,,,,0
user152,6.0,14.0,3.0,0.0,0.0,2,,,,,,0
user153,9.0,16.0,3.0,0.0,1.0,3,,,1.0,12.0,0.0,0
user154,8.0,14.0,2.0,0.0,0.0,1,,,,,,0
user155,9.0,15.0,2.0,0.0,0.0,2,,,,,,0
user156,9.0,16.0,3.0,0.0,0.0,2,,,,,,0
user157,9.0,17.0,1.0,0.0,0.0,1,,,,,,0
user158,7.0,13.0,3.0,0.0,0.0,1,,,,,,0
user159,7.0,15.0,2.0,0.0,0.0,0,,,,,,0
user160,8.0,14.0,2.0,0.0,0.0,2,,,,,,0
user161,8.0,18.0,3.0,0.0,0.0,1,,,,,,0
user162,9.0,19.0,1.0,0.0,0.0,0,,,,,,0
user163,8.0,14.0,2.0,0.0,1.0,2,,,0.0,7.0,0.0,0
user164,8.0,18.0,3.0,0.0,0.0,2,,,,,,0
user165,8.0,14.0,3.0,0.0,0.0,2,,,,,,0
user166,10.0,18.0,2.0,0.0,0.0,2,,,,,,0
user167,8.0,18.0,1.0,0.0,0.0,1,,,,,,0
user168,10.0,19.0,1.0,0.0,0.0,1,,,,,,0
user169,10.0,18.0,1.0,0.0,1.0,0,,,0.0,14.0,0.0,0
user170,6.0,15.0,3.0,0.0,0.0,2,,,,,,0
user171,6.0,16.0,1.0,0.0,2.0,0,,,0.0,7.0,0.0,0
user172,7.0,16.0,2.0,0.0,0.0,2,,,,,,0
user173,6.0,14.0,1.0,0.0,0.0,1,,,,,,0
user174,10.0,16.0,3.0,0.0,0.0,2,,,,,,0
user175,8.0,16.0,3.0,0.0,0.0,2,,,,,,0
user176,9.0,18.0,1.0,0.0,0.0,0,,,,,,0
user177,8.0,15.0,1.0,0.0,2.0,1,,,1.0,9.5,0.0,0
user178,7.0,16.0,1.0,0.0,0.0,0,,,,,,0
user179,7.0,17.0,1.0,0.0,0.0,0,,,,,,0
user180,8.0,18.0,2.0,0.0,0.0,1,,,,,,0
user181,6.0,14.0,3.0,0.0,0.0,2,,,,,,0
user182,7.0,17.0,3.0,0.0,0.0,2,,,,,,0
user183,10.0,18.0,3.0,0.0,0.0,2,,,,,,0
user184,9.0,18.0,3.0,0.0,0.0,2,,,,,,0
user185,7.0,16.0,3.0,0.0,1.0,1,,,1.0,7.0,0.0,0
user186,7.0,13.0,2.0,0.0,2.0,1,,,0.5,9.5,0.0,0
user187,8.0,18.0,3.0,0.0,0.0,3,,,,,,0
user188,8.0,15.0,3.0,0.0,0.0,2,,,,,,0
user189,8.0,15.0,2.0,0.0,0.0,2,,,,,,0
user190,7.0,13.0,3.0,0.0,1.0,2,,,1.0,7.0,0.0,0
user191,7.0,17.0,3.0,0.0,0.0,2,,,,,,0
user192,6.0,15.0,1.0,0.0,0.0,0,,,,,,0
user193,10.0,19.0,2.0,0.0,0.0,0,,,,,,0
user194,9.0,16.0,2.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user195,7.0,13.0,2.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user196,6.0,15.0,1.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user197,7.0,17.0,2.0,0.0,0.0,2,,,,,,0
user198,9.0,19.0,2.0,0.0,0.0,1,,,,,,0
user199,7.0,13.0,2.0,0.0,0.0,0,,,,,,0
user200,9.0,18.0,1.0,0.0,1.0,1,,,1.0,7.0,0.0,0
user201,10.0,20.0,3.0,0.0,0.0,3,,,,,,0
user202,8.0,17.0,1.0,0.0,1.0,0,,,1.0,7.0,0.0,0
user203,10.0,20.0,3.0,0.0,0.0,1,,,,,,0
user204,9.0,19.0,3.0,0.0,0.0,3,,,,,,0
user205,9.0,16.0,2.0,0.0,0.0,1,,,,,,0
user206,9.0,17.0,2.0,0.0,0.0,1,,,,,,0
user207,7.0,15.0,2.0,0.0,0.0,2,,,,,,0
user208,10.0,17.0,3.0,0.0,0.0,2,,,,,,0
user209,8.0,14.0,2.0,0.0,0.0,2,,,,,,0
user210,8.0,16.0,2.0,0.0,0.0,0,,,,,,0
user211,8.0,18.0,1.0,0.0,0.0,0,,,,,,0
user212,6.0,13.0,2.0,0.0,0.0,2,,,,,,0
user213,7.0,14.0,3.0,0.0,0.0,2,,,,,,0
user214,7.0,16.0,1.0,0.0,1.0,0,,,0.0,14.0,0.0,0
user215,9.0,19.0,2.0,0.0,0.0,1,,,,,,0
user216,9.0,15.0,1.0,0.0,0.0,1,,,,,,0
user217,7.0,16.0,3.0,0.0,0.0,2,,,,,,0
user218,9.0,19.0,2.0,0.0,0.0,1,,,,,,0
user219,6.0,16.0,1.0,0.0,0.0,1,,,,,,0
user220,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user221,8.0,17.0,3.0,0.0,0.0,2,,,,,,0
user222,9.0,19.0,1.0,0.0,0.0,1,,,,,,0
user223,10.0,17.0,1.0,0.0,0.0,0,,,,,,0
user224,9.0,17.0,2.0,0.0,0.0,2,,,,,,0
user225,9.0,15.0,2.0,0.0,0.0,2,,,,,,0
user226,9.0,18.0,2.0,0.0,0.0,1,,,,,,0
user227,7.0,16.0,1.0,0.0,0.0,1,,,,,,0
user228,7.0,17.0,2.0,0.0,1.0,2,,,0.0,7.0,0.0,0
user229,6.0,15.0,2.0,0.0,0.0,1,,,,,,0
user230,10.0,16.0,1.0,0.0,0.0,1,,,,,,0
user231,6.0,15.0,1.0,0.0,0.0,0,,,,,,0
user232,7.0,16.0,3.0,0.0,0.0,3,,,,,,0
user233,7.0,15.0,1.0,0.0,0.0,1,,,,,,0
user234,9.0,16.0,3.0,0.0,0.0,3,,,,,,0
user235,9.0,17.0,2.0,0.0,1.0,2,,,1.0,12.0,0.0,0
user236,9.0,18.0,3.0,0.0,0.0,1,,,,,,0
user237,8.0,14.0,3.0,0.0,0.0,3,,,,,,0
user238,9.0,19.0,2.0,0.0,0.0,0,,,,,,0
user239,6.0,13.0,2.0,0.0,0.0,2,,,,,,0
user240,6.0,12.0,2.0,0.0,0.0,2,,,,,,0
user241,6.0,13.0,3.0,0.0,0.0,2,,,,,,0
user242,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user243,7.0,16.0,3.0,0.0,0.0,2,,,,,,0
user244,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user245,9.0,17.0,2.0,0.0,1.0,1,,,0.0,14.0,0.0,0
user246,8.0,18.0,1.0,0.0,0.0,0,,,,,,0
user247,10.0,16.0,2.0,0.0,0.0,1,,,,,,0
user248,7.0,13.0,1.0,0.0,0.0,1,,,,,,0
user249,10.0,18.0,2.0,0.0,0.0,2,,,,,,0
user250,10.0,19.0,2.0,0.0,0.0,2,,,,,,0
user251,9.0,16.0,2.0,0.0,0.0,1,,,,,,0
user252,6.0,13.0,3.0,0.0,0.0,3,,,,,,0
user253,6.0,14.0,3.0,0.0,0.0,3,,,,,,0
user254,10.0,16.0,1.0,0.0,0.0,1,,,,,,0
user255,10.0,16.0,3.0,0.0,0.0,2,,,,,,0
user256,8.0,17.0,1.0,0.0,0.0,1,,,,,,0
user257,8.0,18.0,3.0,0.0,0.0,1,,,,,,0
user258,8.0,17.0,1.0,0.0,0.0,0,,,,,,0
user259,9.0,18.0,3.0,0.0,0.0,2,,,,,,0
user260,8.0,17.0,1.0,0.0,0.0,1,,,,,,0
user261,7.0,14.0,1.0,0.0,0.0,1,,,,,,0
user262,10.0,18.0,3.0,0.0,0.0,2,,,,,,0
user263,10.0,20.0,1.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user264,9.0,18.0,3.0,0.0,0.0,2,,,,,,0
user265,10.0,18.0,1.0,0.0,0.0,1,,,,,,0
user266,7.0,13.0,1.0,0.0,0.0,1,,,,,,0
user267,8.0,17.0,1.0,0.0,1.0,1,,,1.0,7.0,0.0,0
user268,7.0,16.0,1.0,0.0,0.0,0,,,,,,0
user269,10.0,19.0,3.0,0.0,0.0,1,,,,,,0
user270,8.0,17.0,2.0,0.0,0.0,2,,,,,,0
user271,8.0,17.0,2.0,0.0,1.0,1,,,0.0,14.0,0.0,0
user272,7.0,15.0,1.0,0.0,0.0,1,,,,,,0
user273,8.0,18.0,1.0,0.0,0.0,1,,,,,,0
user274,8.0,14.0,3.0,0.0,0.0,0,,,,,,0
user275,10.0,16.0,1.0,0.0,0.0,1,,,,,,0
user276,7.0,16.0,1.0,0.0,0.0,1,,,,,,0
user277,9.0,16.0,3.0,0.0,0.0,2,,,,,,0
user278,9.0,18.0,3.0,0.0,0.0,2,,,,,,0
user279,9.0,15.0,2.0,0.0,0.0,0,,,,,,0
user280,6.0,13.0,3.0,0.0,0.0,1,,,,,,0
user281,9.0,16.0,1.0,0.0,0.0,1,,,,,,0
user282,8.0,18.0,1.0,0.0,0.0,0,,,,,,0
user283,8.0,18.0,3.0,0.0,0.0,3,,,,,,0
user284,10.0,19.0,3.0,0.0,0.0,3,,,,,,0
user285,10.0,18.0,2.0,0.0,0.0,0,,,,,,0
user286,9.0,17.0,2.0,0.0,0.0,2,,,,,,0
user287,8.0,14.0,1.0,0.0,0.0,1,,,,,,0
user288,7.0,13.0,3.0,0.0,0.0,3,,,,,,0
user289,10.0,17.0,3.0,0.0,0.0,1,,,,,,0
user290,7.0,16.0,2.0,0.0,0.0,2,,,,,,0
user291,8.0,18.0,1.0,0.0,0.0,1,,,,,,0
user292,10.0,18.0,2.0,0.0,0.0,2,,,,,,0
user293,6.0,13.0,3.0,0.0,0.0,2,,,,,,0
user294,8.0,16.0,1.0,0.0,0.0,1,,,,,,0
user295,7.0,13.0,1.0,0.0,0.0,1,,,,,,0
user296,10.0,18.0,1.0,0.0,0.0,0,,,,,,0
user297,6.0,16.0,3.0,0.0,0.0,1,,,,,,0
user298,8.0,15.0,1.0,0.0,0.0,1,,,,,,0
user299,9.0,15.0,2.0,0.0,0.0,2,,,,,,0
user300,10.0,19.0,1.0,0.0,1.0,0,,,1.0,7.0,0.0,0
user301,9.0,17.0,1.0,0.0,0.0,0,,,,,,0
user302,7.0,15.0,3.0,0.0,0.0,3,,,,,,0
user303,9.0,15.0,3.0,0.0,0.0,2,,,,,,0
user304,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user305,10.0,16.0,3.0,0.0,0.0,3,,,,,,0
user306,7.0,17.0,2.0,0.0,0.0,0,,,,,,0
user307,8.0,15.0,2.0,0.0,0.0,2,,,,,,0
user308,6.0,15.0,1.0,0.0,0.0,1,,,,,,0
user309,10.0,20.0,2.0,0.0,0.0,2,,,,,,0
user310,7.0,17.0,3.0,0.0,0.0,2,,,,,,0
user311,9.0,18.0,1.0,0.0,0.0,1,,,,,,0
user312,8.0,18.0,1.0,0.0,0.0,1,,,,,,0
user313,9.0,19.0,1.0,0.0,0.0,1,,,,,,0
user314,10.0,20.0,2.0,0.0,0.0,1,,,,,,0
user315,6.0,13.0,2.0,0.0,0.0,1,,,,,,0
user316,7.0,13.0,3.0,0.0,0.0,2,,,,,,0
user317,7.0,14.0,2.0,0.0,0.0,2,,,,,,0
user318,10.0,17.0,3.0,0.0,0.0,1,,,,,,0
user319,6.0,15.0,3.0,0.0,0.0,1,,,,,,0
user320,10.0,18.0,3.0,0.0,0.0,2,,,,,,0
user321,6.0,14.0,2.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user322,8.0,17.0,1.0,0.0,0.0,0,,,,,,0
user323,6.0,13.0,3.0,0.0,0.0,2,,,,,,0
user324,8.0,18.0,2.0,0.0,0.0,2,,,,,,0
user325,7.0,13.0,1.0,0.0,0.0,1,,,,,,0
user326,10.0,17.0,2.0,0.0,0.0,2,,,,,,0
user327,8.0,15.0,2.0,0.0,0.0,2,,,,,,0
user328,6.0,13.0,3.0,0.0,0.0,3,,,,,,0
user329,8.0,18.0,3.0,0.0,0.0,2,,,,,,0
user330,8.0,14.0,1.0,0.0,0.0,0,,,,,,0
user331,9.0,17.0,1.0,0.0,0.0,1,,,,,,0
user332,9.0,19.0,1.0,0.0,0.0,1,,,,,,0
user333,10.0,19.0,1.0,0.0,0.0,1,,,,,,0
user334,6.0,12.0,1.0,0.0,0.0,1,,,,,,0
user335,9.0,17.0,1.0,0.0,0.0,1,,,,,,0
user336,10.0,16.0,2.0,0.0,0.0,0,,,,,,0
user337,6.0,16.0,2.0,0.0,0.0,2,,,,,,0
user338,10.0,18.0,2.0,0.0,0.0,1,,,,,,0
user339,10.0,17.0,2.0,0.0,1.0,2,,,1.0,7.0,0.0,0
user340,9.0,18.0,1.0,0.0,1.0,0,,,0.0,7.0,0.0,0
user341,8.0,18.0,1.0,0.0,0.0,0,,,,,,0
user342,9.0,18.0,2.0,0.0,0.0,1,,,,,,0
user343,6.0,14.0,3.0,0.0,0.0,2,,,,,,0
user344,9.0,17.0,3.0,0.0,0.0,1,,,,,,0
user345,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user346,8.0,17.0,1.0,0.0,0.0,0,,,,,,0
user347,8.0,17.0,3.0,0.0,0.0,1,,,,,,0
user348,10.0,19.0,1.0,0.0,0.0,0,,,,,,0
user349,6.0,14.0,1.0,0.0,0.0,0,,,,,,0
user350,8.0,17.0,2.0,0.0,0.0,0,,,,,,0
user351,10.0,16.0,3.0,0.0,0.0,3,,,,,,0
user352,10.0,19.0,3.0,0.0,0.0,2,,,,,,0
user353,6.0,16.0,1.0,0.0,1.0,0,,,1.0,12.0,0.0,0
user354,8.0,17.0,3.0,0.0,0.0,3,,,,,,0
user355,9.0,15.0,3.0,0.0,0.0,3,,,,,,0
user356,7.0,17.0,2.0,0.0,0.0,1,,,,,,0
user357,7.0,15.0,2.0,0.0,0.0,2,,,,,,0
user358,9.0,18.0,2.0,0.0,0.0,2,,,,,,0
user359,6.0,16.0,2.0,0.0,0.0,1,,,,,,0
user360,7.0,14.0,2.0,0.0,0.0,2,,,,,,0
user361,8.0,14.0,1.0,0.0,0.0,1,,,,,,0
user362,10.0,16.0,1.0,0.0,0.0,0,,,,,,0
user363,7.0,13.0,2.0,0.0,0.0,1,,,,,,0
user364,9.0,16.0,2.0,0.0,0.0,2,,,,,,0
user365,9.0,17.0,2.0,0.0,0.0,1,,,,,,0
user366,10.0,18.0,2.0,0.0,0.0,0,,,,,,0
user367,9.0,18.0,3.0,0.0,0.0,1,,,,,,0
user368,9.0,18.0,1.0,0.0,0.0,1,,,,,,0
user369,10.0,19.0,2.0,0.0,0.0,1,,,,,,0
user370,7.0,17.0,1.0,0.0,0.0,1,,,,,,0
user371,10.0,17.0,2.0,0.0,1.0,2,,,0.0,7.0,0.0,0
user372,6.0,15.0,2.0,0.0,0.0,1,,,,,,0
user373,8.0,18.0,1.0,0.0,0.0,1,,,,,,0
user374,8.0,14.0,3.0,0.0,0.0,0,,,,,,0
user375,8.0,16.0,1.0,0.0,0.0,1,,,,,,0
user376,10.0,19.0,2.0,0.0,0.0,2,,,,,,0
user377,7.0,17.0,1.0,0.0,0.0,1,,,,,,0
user378,9.0,17.0,2.0,0.0,0.0,1,,,,,,0
user379,10.0,20.0,1.0,0.0,0.0,1,,,,,,0
user380,9.0,17.0,3.0,0.0,0.0,2,,,,,,0
user381,7.0,14.0,1.0,0.0,0.0,0,,,,,,0
user382,10.0,17.0,3.0,0.0,0.0,2,,,,,,0
user383,9.0,17.0,2.0,0.0,0.0,2,,,,,,0
user384,9.0,18.0,1.0,0.0,0.0,1,,,,,,0
user385,9.0,16.0,2.0,0.0,1.0,2,,,1.0,7.0,0.0,0
user386,9.0,16.0,2.0,0.0,0.0,1,,,,,,0
user387,10.0,18.0,1.0,0.0,0.0,1,,,,,,0
user388,6.0,15.0,3.0,0.0,0.0,1,,,,,,0
user389,6.0,15.0,1.0,0.0,0.0,1,,,,,,0
user390,6.0,13.0,1.0,0.0,0.0,1,,,,,,0
user391,9.0,16.0,3.0,0.0,0.0,2,,,,,,0
user392,6.0,14.0,2.0,0.0,1.0,2,,,1.0,7.0,0.0,0
user393,8.0,17.0,1.0,0.0,0.0,1,,,,,,0
user394,6.0,14.0,2.0,0.0,0.0,1,,,,,,0
user395,10.0,18.0,3.0,0.0,0.0,3,,,,,,0
user396,9.0,19.0,2.0,0.0,0.0,2,,,,,,0
user397,6.0,12.0,2.0,0.0,0.0,1,,,,,,0
user398,7.0,15.0,2.0,0.0,0.0,1,,,,,,0
user399,7.0,13.0,2.0,0.0,0.0,2,,,,,,0
user400,9.0,15.0,1.0,0.0,0.0,1,,,,,,0
user401,9.0,17.0,2.0,0.0,0.0,2,,,,,,0
user402,6.0,14.0,2.0,0.0,0.0,2,,,,,,0
user403,6.0,14.0,1.0,0.0,0.0,0,,,,,,0
user404,8.0,15.0,2.0,0.0,0.0,1,,,,,,0
user405,7.0,16.0,3.0,0.0,0.0,2,,,,,,0
user406,10.0,17.0,1.0,0.0,0.0,1,,,,,,0
user407,7.0,13.0,2.0,0.0,0.0,1,,,,,,0
user408,10.0,19.0,2.0,0.0,1.0,1,,,0.0,7.0,0.0,0
user409,10.0,17.0,1.0,0.0,0.0,1,,,,,,0
user410,9.0,19.0,3.0,0.0,1.0,1,,,0.0,14.0,0.0,0
user411,7.0,16.0,1.0,0.0,0.0,1,,,,,,0
