user,login_count,email_count,file_count,after_hours,is_red_team_x
U0214,1,26,12,0,0
U0215,2,19,7,0,0
U0216,1,21,8,0,0
U0217,1,18,8,0,0
U0218,2,30,16,0,0
U0219,1,10,7,0,0
U0220,2,18,9,0,0
U0221,1,21,15,0,0
U0222,2,10,7,0,0
U0223,1,19,6,0,0
U0224,0,30,11,0,0
U0225,2,22,3,0,0
U0226,2,22,6,0,0
U0227,1,15,8,0,0
U0228,1,14,8,0,0
U0229,1,17,12,0,0
U0230,1,11,9,0,0
U0231,2,15,13,0,0
U0232,2,18,7,0,0
U0233,1,11,11,0,0
U0234,1,18,12,0,0
U0235,2,23,10,0,0
U0236,2,22,8,0,0
U0237,1,22,8,0,0
U0238,2,14,4,0,0
U0239,2,8,10,0,0
U0240,2,20,12,0,0
U0241,2,10,10,0,0
U0242,2,18,9,0,0
U0243,1,21,7,0,0
U0244,1,14,14,0,0
U0245,1,18,9,0,0
U0246,3,17,10,0,0
U0247,1,11,5,0,0
U0248,1,17,9,0,0
U0249,1,18,11,0,0
U0250,1,29,13,0,0
U0251,2,18,11,0,0
U0252,1,17,16,0,0
U0253,2,19,9,0,0
U0254,1,14,6,0,0
U0255,1,14,6,0,0
U0256,1,20,10,0,0
U0257,1,15,10,0,0
U0258,2,15,13,0,0
U0259,2,23,9,0,0
U0260,2,24,12,0,0
U0261,2,14,11,0,0
U0262,1,17,8,0,0
U0263,2,16,3,0,0
U0264,1,24,8,0,0
U0265,1,14,6,0,0
U0266,2,7,10,0,0
U0267,1,17,6,0,0
U0268,1,7,5,0,0
U0269,2,18,9,0,0
U0270,1,22,8,0,0
U0271,2,24,6,0,0
U0272,2,19,3,0,0
U0273,1,24,10,0,0
U0274,2,18,5,0,0
U0275,1,21,7,0,0
U0276,1,16,12,0,0
U0277,1,11,15,0,0
U0278,2,19,11,0,0
U0279,2,22,14,0,0
U0280,2,21,5,0,0
U0281,2,26,11,0,0
U0282,1,18,8,0,0
U0283,1,14,6,0,0
U0284,1,23,10,0,0
U0285,2,24,11,0,0
U0286,1,22,10,0,0
U0287,1,14,6,0,0
U0288,2,18,9,0,0
U0289,2,17,12,0,0
U0290,1,15,13,0,0
U0291,2,16,7,0,0
U0292,2,15,13,0,0
U0293,1,15,10,0,0
U0294,1,21,8,0,0
U0295,2,16,11,0,0
U0296,1,26,5,0,0
U0297,1,18,7,0,0
U0298,2,17,6,0,0
U0299,1,27,6,0,0
U0300,2,16,14,0,0
U0301,1,18,8,0,0
U0302,1,21,9,0,0
U0303,2,16,13,0,0
U0304,1,17,7,0,0
U0305,3,19,11,0,0
U0306,1,20,3,0,0
U0307,2,23,11,0,0
U0308,2,16,8,0,0
U0309,2,26,15,0,0
U0310,1,26,7,0,0
U0311,1,18,16,0,0
U0312,1,18,9,0,0
U0313,1,24,9,0,0
U0314,1,27,8,0,0
U0315,1,21,6,0,0
U0316,1,24,9,0,0
U0317,1,12,11,0,0
U0318,1,20,7,0,0
U0319,1,22,6,0,0
U0320,2,20,7,0,0
U0321,1,24,11,0,0
U0322,1,23,14,0,0
U0323,1,22,9,0,0
U0324,1,12,10,0,0
U0325,2,17,9,0,0
U0326,2,25,7,0,0
U0327,2,15,10,0,0
U0328,1,12,7,0,0
U0329,2,13,5,0,0
U0330,2,24,10,0,0
U0331,2,7,8,0,0
U0332,2,23,12,0,0
U0333,1,11,2,0,0
U0334,0,22,13,0,0
U0335,3,15,7,0,0
U0336,1,12,13,0,0
U0337,2,19,11,0,0
U0338,2,18,9,0,0
U0339,1,23,8,0,0
U0340,2,18,8,0,0
U0341,2,24,11,0,0
U0342,2,18,9,0,0
U0343,1,17,10,0,0
U0344,1,21,11,0,0
U0345,2,18,12,0,0
U0346,2,21,7,0,0
U0347,2,18,7,0,0
U0348,2,21,7,0,0
U0349,1,15,8,0,0
U0350,2,17,11,0,0
U0351,1,26,11,0,0
U0352,2,20,11,0,0
U0353,2,17,8,0,0
U0354,2,31,8,0,0
U0355,1,26,7,0,0
U0356,2,17,11,0,0
U0357,1,19,8,0,0
U0358,1,10,9,0,0
U0359,2,19,7,0,0
U0360,1,18,7,0,0
U0361,1,17,7,0,0
U0362,1,22,10,0,0
U0363,1,22,8,0,0
U0364,1,23,10,0,0
U0365,1,15,12,0,0
U0366,3,13,12,0,0
U0367,2,17,10,0,0
U0368,2,24,7,0,0
U0369,2,20,6,0,0
U0370,0,18,9,0,0
U0371,1,19,7,0,0
U0372,1,9,11,0,0
U0373,2,24,13,0,0
U0374,1,17,9,0,0
U0375,2,12,9,0,0
U0376,1,22,15,0,0
U0377,1,19,12,0,0
U0378,1,18,10,0,0
U0379,1,21,10,0,0
U0380,2,21,7,0,0
U0381,2,19,9,0,0
U0382,1,19,12,0,0
U0383,1,10,10,0,0
U0384,2,18,11,0,0
U0385,2,23,13,0,0
U0386,2,25,10,0,0
U0387,2,14,7,0,0
U0388,2,19,13,0,0
U0389,2,15,9,0,0
U0390,2,22,16,0,0
U0391,1,25,11,0,0
U0392,2,26,13,0,0
U0393,1,29,10,0,0
U0394,1,22,6,0,0
U0395,2,20,7,0,0
U0396,1,16,3,0,0
U0397,2,19,7,0,0
U0398,1,21,4,0,0
U0399,1,19,9,0,0
U0400,2,26,11,0,0
U0401,2,12,5,0,0
U0402,2,21,8,0,0
U0403,1,34,8,0,0
U0404,1,29,9,0,0
U0405,2,20,7,0,0
U0406,2,21,7,0,0
U0407,2,23,11,0,0
U0408,1,25,16,0,0
U0409,1,23,13,0,0
U0410,2,25,7,0,0
U0411,1,17,10,0,0
U0412,2,12,10,0,0
U0413,0,26,7,0,0
U0414,1,16,9,0,0
U0415,2,18,8,0,0
U0416,1,22,7,0,0
U0417,2,23,8,0,0
U0418,1,19,14,0,0
U0419,2,17,8,0,0
U0420,1,22,9,0,0
U0421,2,20,5,0,0
U0422,1,21,10,0,0
U0423,2,19,14,0,0
U0424,2,37,9,0,0
U0425,1,21,8,0,0
U0426,2,18,12,0,0
U0427,2,19,4,0,0
U0428,1,25,14,0,0
U0429,1,17,10,0,0
U0430,2,20,10,0,0
U0431,2,22,7,0,0
U0432,2,21,11,0,0
U0433,1,31,6,0,0
U0434,1,18,8,0,0
U0435,1,23,10,0,0
U0436,1,21,10,0,0
U0437,1,17,9,0,0
U0438,2,15,5,0,0
U0439,2,29,7,0,0
U0440,2,23,6,0,0
U0441,2,21,11,0,0
U0442,1,21,8,0,0
U0443,1,16,8,0,0
U0444,2,13,10,0,0
U0445,2,31,13,0,0
U0446,2,10,4,0,0
U0447,1,18,9,0,0
U0448,2,18,11,0,0
U0449,2,19,17,0,0
U0450,2,21,9,0,0
U0451,0,18,5,0,0
U0452,1,25,13,0,0
U0453,1,11,12,0,0
U0454,1,17,12,0,0
U0455,2,29,14,0,0
U0456,1,19,7,0,0
U0457,2,18,3,0,0
U0458,1,12,10,0,0
U0459,2,14,7,0,0
U0460,2,20,10,0,0
U0461,2,20,14,0,0
U0462,2,25,9,0,0
U0463,1,13,8,0,0
U0464,2,16,8,0,0
U0465,1,15,13,0,0
U0466,1,16,7,0,0
U0467,3,21,15,0,0
U0468,2,25,4,0,0
U0469,2,15,8,0,0
U0470,1,17,8,0,0
U0471,2,20,7,0,0
U0472,2,13,11,0,0
U0473,2,22,12,0,0
U0474,1,19,10,0,0
U0475,2,18,8,0,0
U0476,3,13,12,0,0
U0477,1,16,11,0,0
U0478,1,15,9,0,0
U0479,2,18,6,0,0
U0480,1,29,5,0,0
U0481,2,17,5,0,0
U0482,1,13,9,0,0
U0483,1,19,7,0,0
U0484,3,17,17,0,0
U0485,2,20,11,0,0
U0486,1,23,9,0,0
U0487,2,23,13,0,0
U0488,2,21,8,0,0
U0489,1,29,12,0,0
U0490,2,19,7,0,0
U0491,1,18,11,0,0
U0492,2,16,11,0,0
U0493,1,30,10,0,0
U0494,2,16,4,0,0
U0495,1,13,9,0,0
U0496,1,24,12,0,0
U0497,2,26,8,0,0
U0498,1,23,10,0,0
U0499,1,18,10,0,0
U0500,1,17,15,0,0
U0501,2,33,11,0,0
U0502,1,21,8,0,0
U0503,1,9,12,0,0
U0504,2,21,12,0,0
U0505,2,20,10,0,0
U0506,2,17,7,0,0
U0507,2,19,11,0,0
U0508,1,22,13,0,0
U0509,1,28,8,0,0
U0510,3,20,8,0,0
U0511,1,23,15,0,0
U0512,1,20,7,0,0
U0513,3,11,8,0,0
U0514,2,18,6,0,0
U0515,1,18,9,0,0
U0516,1,17,9,0,0
U0517,2,17,7,0,0
U0518,1,10,6,0,0
U0519,2,19,10,0,0
U0520,1,12,3,0,0
U0521,1,19,7,0,0
U0522,1,27,11,0,0
U0523,2,20,10,0,0
U0524,2,24,8,0,0
U0525,1,18,14,0,0
U0526,1,22,9,0,0
U0527,1,25,14,0,0
U0528,2,26,10,0,0
U0529,2,16,9,0,0
U0530,2,20,14,0,0
U0531,2,16,10,0,0
U0532,1,20,9,0,0
U0533,1,28,8,0,0
U0534,2,15,5,0,0
U0535,1,22,11,0,0
U0536,1,20,11,0,0
U0537,2,23,11,0,0
U0538,3,18,10,0,0
U0539,1,22,8,0,0
U0540,2,20,10,0,0
U0541,1,21,5,0,0
U0542,1,12,9,0,0
U0543,2,29,10,0,0
U0544,2,7,10,0,0
U0545,1,22,11,0,0
U0546,1,23,7,0,0
U0547,2,16,5,0,0
U0548,1,19,11,0,0
U0549,2,17,11,0,0
U0550,7,0,105,1,1
U0551,0,21,5,0,0
U0552,2,22,6,0,0
U0553,2,18,11,0,0
U0554,2,15,9,0,0
U0555,2,21,14,0,0
U0556,1,19,14,0,0
U0557,2,16,8,0,0
U0558,2,20,10,0,0
U0559,2,32,10,0,0
U0560,1,15,8,0,0
U0561,2,22,6,0,0
U0562,2,16,9,0,0
U0563,1,13,8,0,0
U0564,2,20,12,0,0
U0565,2,17,10,0,0
U0566,1,19,12,0,0
U0567,2,23,9,0,0
U0568,1,21,7,0,0
U0569,2,14,4,0,0
U0570,2,25,16,0,0
U0571,2,14,10,0,0
U0572,1,20,7,0,0
U0573,1,16,14,0,0
U0574,2,17,11,0,0
U0575,2,23,7,0,0
U0576,1,27,12,0,0
U0577,1,19,13,0,0
U0578,2,25,9,0,0
U0579,1,20,11,0,0
U0580,2,24,10,0,0
U0581,2,21,11,0,0
U0582,2,23,9,0,0
U0583,1,17,9,0,0
U0584,2,14,10,0,0
U0585,2,18,15,0,0
U0586,1,19,10,0,0
U0587,1,19,9,0,0
U0588,2,20,11,0,0
U0589,1,21,7,0,0
U0590,1,25,12,0,0
U0591,1,16,10,0,0
U0592,2,22,9,0,0
U0593,0,12,11,0,0
U0594,2,21,10,0,0
U0595,1,21,11,0,0
U0596,1,16,7,0,0
U0597,2,29,8,0,0
U0598,1,22,11,0,0
U0599,2,22,6,0,0
U0600,2,16,10,0,0
U0601,1,16,10,0,0
U0602,2,20,8,0,0
U0603,2,18,18,0,0
U0604,0,22,13,0,0
U0605,2,22,7,0,0
U0606,1,13,12,0,0
U0607,2,23,12,0,0
U0608,1,26,10,0,0
U0609,2,23,8,0,0
U0610,3,19,7,0,0
U0611,1,24,7,0,0
U0612,1,20,11,0,0
U0613,2,18,8,0,0
U0614,2,27,13,0,0
U0615,2,16,10,0,0
U0616,2,21,11,0,0
U0617,2,25,16,0,0
U0618,2,19,14,0,0
U0619,1,19,11,0,0
U0620,2,25,7,0,0
U0621,1,24,11,0,0
U0622,1,5,5,0,0
U0623,2,16,15,0,0
U0624,1,19,13,0,0
U0625,1,22,10,0,0
U0626,1,22,10,0,0
U0627,2,17,10,0,0
U0628,2,15,10,0,0
U0629,2,20,10,0,0
U0630,2,16,8,0,0
U0631,1,19,8,0,0
U0632,2,9,12,0,0
U0633,2,16,11,0,0
U0634,1,20,8,0,0
U0635,2,17,16,0,0
U0636,2,19,10,0,0
U0637,1,23,6,0,0
U0638,2,17,10,0,0
U0639,1,20,11,0,0
U0640,2,24,6,0,0
U0641,2,28,11,0,0
U0642,1,20,9,0,0
U0643,2,18,10,0,0
U0644,1,22,12,0,0
U0645,3,16,6,0,0
U0646,2,18,10,0,0
U0647,2,12,16,0,0
U0648,1,20,11,0,0
U0649,1,22,5,0,0
U0650,1,19,6,0,0
U0651,2,25,6,0,0
U0652,2,26,12,0,0
U0653,1,14,8,0,0
U0654,2,20,10,0,0
U0655,1,28,7,0,0
U0656,1,23,6,0,0
U0657,6,65,154,1,1
U0658,1,21,15,0,0
U0659,2,22,15,0,0
U0660,1,20,9,0,0
U0661,1,30,11,0,0
U0662,1,15,2,0,0
U0663,2,13,14,0,0
U0664,3,16,8,0,0
U0665,1,22,13,0,0
U0666,2,12,6,0,0
U0667,2,12,2,0,0
U0668,1,20,11,0,0
U0669,2,13,10,0,0
U0670,1,18,12,0,0
U0671,1,8,7,0,0
U0672,1,17,13,0,0
U0673,1,23,13,0,0
U0674,0,20,12,0,0
U0675,1,22,12,0,0
U0676,1,21,10,0,0
U0677,1,18,8,0,0
U0678,1,29,14,0,0
U0679,2,17,7,0,0
U0680,2,24,6,0,0
U0681,2,14,11,0,0
U0682,1,14,7,0,0
U0683,1,21,10,0,0
U0684,1,14,7,0,0
U0685,1,24,16,0,0
U0686,2,17,9,0,0
U0687,1,23,8,0,0
U0688,1,18,3,0,0
U0689,1,16,7,0,0
U0690,2,23,9,0,0
U0691,2,16,10,0,0
U0692,1,15,10,0,0
U0693,1,14,12,0,0
U0694,2,25,6,0,0
U0695,2,21,10,0,0
U0696,1,15,12,0,0
U0697,1,17,10,0,0
U0698,2,32,13,0,0
U0699,2,28,4,0,0
U0700,2,19,20,0,0
U0701,1,26,6,0,0
U0702,1,16,13,0,0
U0703,2,22,12,0,0
U0704,1,15,13,0,0
U0705,2,20,10,0,0
U0706,2,21,17,0,0
U0707,2,25,16,0,0
U0708,2,15,9,0,0
U0709,3,21,11,0,0
U0710,2,22,9,0,0
U0711,2,21,7,0,0
U0712,2,14,10,0,0
U0713,2,20,8,0,0
U0714,1,25,10,0,0
U0715,0,20,15,0,0
U0716,2,23,8,0,0
U0717,0,15,13,0,0
U0718,1,13,11,0,0
U0719,1,17,14,0,0
U0720,1,18,12,0,0
U0721,1,17,15,0,0
U0722,2,26,13,0,0
U0723,1,31,14,0,0
U0724,1,24,8,0,0
U0725,1,16,9,0,0
U0726,2,25,9,0,0
U0727,2,22,14,0,0
U0728,2,12,11,0,0
U0729,2,19,16,0,0
U0730,1,17,12,0,0
U0731,1,22,7,0,0
U0732,2,16,16,0,0
U0733,2,20,8,0,0
U0734,2,14,10,0,0
U0735,1,17,9,0,0
U0736,1,18,8,0,0
U0737,1,19,7,0,0
U0738,1,17,6,0,0
U0739,2,30,12,0,0
U0740,2,24,5,0,0
U0741,1,19,11,0,0
U0742,2,21,10,0,0
U0743,2,17,8,0,0
U0744,2,24,10,0,0
U0745,2,24,11,0,0
U0746,2,14,10,0,0
U0747,2,16,12,0,0
U0748,2,15,7,0,0
U0749,2,15,8,0,0
U0750,2,25,8,0,0
U0751,1,22,14,0,0
U0752,2,27,9,0,0
U0753,1,23,9,0,0
U0754,2,26,4,0,0
U0755,1,19,8,0,0
U0756,2,20,10,0,0
U0757,2,11,5,0,0
U0758,1,23,9,0,0
U0759,1,28,11,0,0
U0760,2,17,10,0,0
U0761,2,15,13,0,0
U0762,2,13,10,0,0
U0763,2,31,6,0,0
U0764,3,20,11,0,0
U0765,1,17,11,0,0
U0766,1,26,5,0,0
U0767,1,19,7,0,0
U0768,1,14,9,0,0
U0769,2,23,12,0,0
U0770,1,24,12,0,0
U0771,0,20,8,0,0
U0772,1,18,11,0,0
U0773,3,24,12,0,0
U0774,1,19,9,0,0
U0775,2,24,7,0,0
U0776,1,17,12,0,0
U0777,2,20,10,0,0
U0778,2,21,6,0,0
U0779,1,18,9,0,0
U0780,2,19,9,0,0
U0781,2,26,16,0,0
U0782,1,24,16,0,0
U0783,1,25,12,0,0
U0784,2,17,7,0,0
U0785,1,26,3,0,0
U0786,2,20,8,0,0
U0787,2,21,8,0,0
U0788,3,17,1,0,0
U0789,2,19,8,0,0
U0790,1,20,11,0,0
U0791,3,16,10,0,0
U0792,1,26,12,0,0
U0793,2,20,9,0,0
U0794,1,21,15,0,0
U0795,2,24,9,0,0
U0796,3,21,12,0,0
U0797,1,17,6,0,0
U0798,2,15,8,0,0
U0799,2,13,7,0,0
U0800,1,23,7,0,0
U0801,2,21,11,0,0
U0802,2,16,10,0,0
U0803,1,28,7,0,0
U0804,1,17,11,0,0
U0805,1,18,10,0,0
U0806,2,20,3,0,0
U0807,2,17,9,0,0
U0808,1,17,11,0,0
U0809,2,23,10,0,0
U0810,2,19,13,0,0
U0811,2,15,9,0,0
U0812,1,13,9,0,0
U0813,2,18,10,0,0
U0814,2,21,8,0,0
U0815,2,19,10,0,0
U0816,2,19,7,0,0
U0817,1,20,10,0,0
U0818,2,22,10,0,0
U0819,1,28,5,0,0
U0820,2,19,10,0,0
U0821,2,22,14,0,0
U0822,1,16,8,0,0
U0823,1,18,9,0,0
U0824,1,11,9,0,0
U0825,1,13,13,0,0
U0826,1,10,10,0,0
U0827,2,24,14,0,0
U0828,2,11,8,0,0
U0829,1,29,13,0,0
U0830,1,22,9,0,0
U0831,1,22,7,0,0
U0832,2,17,14,0,0
U0833,1,26,6,0,0
U0834,1,18,6,0,0
U0835,2,21,6,0,0
U0836,2,26,7,0,0
U0837,2,19,10,0,0
U0838,2,23,15,0,0
U0839,1,22,7,0,0
U0840,1,21,16,0,0
U0841,2,11,7,0,0
U0842,2,21,6,0,0
U0843,1,23,8,0,0
U0844,2,18,10,0,0
U0845,2,21,7,0,0
U0846,1,22,9,0,0
U0847,1,19,12,0,0
U0848,2,21,10,0,0
U0849,1,18,7,0,0
U0850,2,24,12,0,0
U0851,1,20,6,0,0
U0852,2,23,5,0,0
U0853,1,19,9,0,0
U0854,3,25,16,0,0
U0855,1,22,8,0,0
U0856,1,15,12,0,0
U0857,1,22,10,0,0
U0858,1,21,14,0,0
U0859,1,6,7,0,0
U0860,3,6,8,0,0
U0861,1,20,6,0,0
U0862,3,21,7,0,0
U0863,2,21,15,0,0
U0864,1,21,9,0,0
U0865,1,17,9,0,0
U0866,1,18,11,0,0
U0867,2,21,12,0,0
U0868,0,23,17,0,0
U0869,2,13,8,0,0
U0870,1,23,7,0,0
U0871,1,16,5,0,0
U0872,2,21,14,0,0
U0873,1,26,11,0,0
U0874,1,25,9,0,0
U0875,2,14,8,0,0
U0876,1,24,7,0,0
U0877,1,12,11,0,0
U0878,1,12,10,0,0
U0879,1,16,14,0,0
U0880,1,25,8,0,0
U0881,1,15,15,0,0
U0882,2,27,6,0,0
U0883,1,21,13,0,0
U0884,1,23,8,0,0
U0885,2,20,11,0,0
U0886,1,20,10,0,0
U0887,1,24,11,0,0
U0888,1,20,13,0,0
U0889,1,24,11,0,0
U0890,2,18,10,0,0
U0891,1,17,4,0,0
U0892,2,21,11,0,0
U0893,1,18,9,0,0
U0894,2,19,9,0,0
U0895,1,18,12,0,0
U0896,2,28,7,0,0
U0897,1,17,10,0,0
U0898,1,15,13,0,0
U0899,1,15,12,0,0
U0900,2,24,4,0,0
U0901,1,21,15,0,0
U0902,2,23,12,0,0
U0903,1,21,4,0,0
U0904,2,20,9,0,0
U0905,2,35,11,0,0
U0906,1,21,16,0,0
U0907,1,17,8,0,0
U0908,2,19,13,0,0
U0909,1,26,10,0,0
U0910,2,20,7,0,0
U0911,2,24,8,0,0
U0912,1,25,9,0,0
U0913,2,15,7,0,0
U0914,2,22,9,0,0
U0915,3,13,5,0,0
U0916,1,18,11,0,0
U0917,1,26,10,0,0
U0918,2,19,10,0,0
U0919,1,21,9,0,0
U0920,2,21,10,0,0
U0921,1,18,11,0,0
U0922,1,22,10,0,0
U0923,2,23,13,0,0
U0924,1,20,5,0,0
U0925,2,24,9,0,0
U0926,1,26,15,0,0
U0927,2,29,7,0,0
U0928,1,17,12,0,0
U0929,1,23,16,0,0
U0930,1,23,9,0,0
U0931,2,27,11,0,0
U0932,1,19,8,0,0
U0933,1,21,12,0,0
U0934,1,23,3,0,0
U0935,1,16,10,0,0
U0936,2,20,11,0,0
U0937,1,21,11,0,0
U0938,3,22,8,0,0
U0939,3,11,13,0,0
U0940,1,20,14,0,0
U0941,2,28,9,0,0
U0942,1,21,14,0,0
U0943,2,21,8,0,0
U0944,3,24,7,0,0
U0945,3,26,7,0,0
U0946,2,16,7,0,0
U0947,2,21,9,0,0
U0948,0,16,17,0,0
U0949,2,21,8,0,0
U0950,1,23,10,0,0
U0951,2,14,12,0,0
U0952,1,20,7,0,0
U0953,2,25,10,0,0
U0954,2,9,10,0,0
U0955,2,19,13,0,0
U0956,1,15,3,0,0
U0957,1,23,7,0,0
U0958,1,18,11,0,0
U0959,2,23,5,0,0
U0960,1,7,7,0,0
U0961,0,19,12,0,0
U0962,2,22,8,0,0
U0963,1,11,8,0,0
U0964,1,18,3,0,0
U0965,1,14,11,0,0
U0966,1,22,13,0,0
U0967,2,26,9,0,0
U0968,1,17,7,0,0
U0969,1,23,10,0,0
U0970,1,17,7,0,0
U0971,1,18,6,0,0
U0972,2,27,11,0,0
U0973,2,31,8,0,0
U0974,2,27,13,0,0
U0975,1,24,6,0,0
U0976,2,18,11,0,0
U0977,2,14,9,0,0
U0978,2,19,11,0,0
U0979,1,22,10,0,0
U0980,1,19,10,0,0
U0981,1,15,9,0,0
U0982,2,14,15,0,0
U0983,2,12,12,0,0
U0984,1,26,11,0,0
U0985,2,13,10,0,0
U0986,1,26,10,0,0
U0987,2,15,7,0,0
U0988,1,31,6,0,0
U0989,2,14,5,0,0
U0990,1,26,8,0,0
U0991,1,15,10,0,0
U0992,6,68,68,0,1
U0993,1,11,8,0,0
U0994,3,23,7,0,0
U0995,2,14,9,0,0
U0996,1,29,14,0,0
