user,isolation_forest,oneclass_svm,autoencoder
U0045,0.05293758932909187,0.14218940107922645,0.33343717700161823
U0046,0.12047410193822683,0.0987887568604719,0.3150088468469869
U0047,0.004861291992614092,0.12812884939067104,0.014984806282139274
U0048,0.2912970261384332,0.4669433972845456,0.438032092734469
U0049,0.4061391622832167,0.3448442069908279,0.4132901280223391
U0050,0.06585723708230357,0.12303145231186463,0.44620157505651464
U0051,0.2450237820009113,0.42930946927731034,0.26294746830891086
U0052,0.2308000469555055,0.11166151828782883,0.14394784629813795
U0053,0.04256302952794838,0.13050404577476588,0.05724874295429061
U0054,0.3525933090253029,0.26615811900998276,0.16254778446184437
U0055,0.22333574633316494,0.34495853638309576,0.42703403003183815
U0056,0.0893619055309528,0.3344422401661979,0.26712442636185124
U0057,0.45134184011799433,0.11711939218201689,0.15493091077182192
U0058,0.20274649385777593,0.012333898795658715,0.052860091800939535
U0059,0.42641351728561844,0.20031571909436585,0.47193944983668845
U0060,0.1811891890485332,0.48712962353741146,0.1346066211557631
U0061,0.32736658171189864,0.14258636706656352,0.11134543174059236
U0062,0.3071423077313077,0.41220437282933026,0.3572030522613614
U0063,0.407188949094321,0.27963539006661514,0.2573781741360947
U0064,0.2405425410629704,0.19566242724891464,0.06898230506349273
U0065,0.18018051673900404,0.010310360214684178,0.11829180387671051
U0066,0.13988656356439644,0.36433138835576717,0.22254901877259775
U0067,0.3499067946517475,0.3857541399965967,0.3910311674009667
U0068,0.011807353121692232,0.12225641453135411,0.46412586211626927
U0069,0.06514621386304525,0.10993208553584455,0.0280155396595268
U0070,0.23694413129742942,0.043106035787321084,0.28873494261639115
U0071,0.28149353042301256,0.41045479561347387,0.21246604315820372
U0072,0.3518384141911104,0.16616304482922561,0.28454016877691174
U0073,0.3674186103935122,0.4460832438734687,0.43637691061719025
U0074,0.43938793752244004,0.183364799497503,0.22232137871857155
U0075,0.2544741793638324,0.17358484696619408,0.05942963074736102
U0076,0.17100752585571627,0.26837850779726286,0.1515485547284358
U0077,0.23247995329024368,0.46584946676375394,0.2830215590398805
U0078,0.4613728022643521,0.1314566141860567,0.07065057151680137
U0079,0.3456491674987554,0.009442099937344184,0.01972500304757646
U0080,0.376598299879154,0.3028581095647746,0.20662557579045326
U0081,0.418132530360177,0.19182065093823703,0.15225186194223417
U0082,0.11093171283850323,0.24058828828759404,0.10649848225509728
U0083,0.03175597144728581,0.4016481402339165,0.1542641007259084
U0084,0.28059377162877996,0.0854701940058642,0.24036333150737405
U0085,0.12231361371223692,0.11784839916943562,0.03297678994890002
U0086,0.0665930232207873,0.4032611203798469,0.40006877647934336
U0087,0.16104924597258052,0.028950397632197755,0.4239385803452524
U0088,0.48866728857790515,0.37705537059029476,0.08663324236909481
U0089,0.12744054587296605,0.06849947190133643,0.17166716260740272
U0090,0.4422735036515309,0.16499188519084573,0.42697184202613114
U0091,0.02263983890064819,0.09642773426878376,0.4311448807308854
U0092,0.10976115197990782,0.4323249304634707,0.34270094289404207
U0093,0.08426725805980256,0.2316206782871229,0.08148469300521222
U0094,0.40251135204357924,0.050530270050676285,0.2735851835151421
U0095,0.29125027158128675,0.3304328969571092,0.14550534133406673
U0096,0.3406754290758847,0.13206922160963536,0.11042006937894355
U0097,0.3442139618716171,0.20753985690999582,0.10590279277532988
U0098,0.07260146034843656,0.19551009313627277,0.1914756628495708
U0099,0.40540615496454063,0.38695642196578894,0.24761388806262147
U0100,0.046070249617139514,0.42508209577007544,0.4846304613899742
U0101,0.3771117155793625,0.24028646966036926,0.16541238434670646
U0102,0.2920444386023969,0.022753447771725166,0.4504732224264742
U0103,0.14819483240045694,0.42802081683566456,0.16548831901418554
U0104,0.22825793460862115,0.47518551366941153,0.4865643457516685
U0105,0.1507114561257536,0.10212973604863701,0.39032369613304063
U0106,0.10567895052458531,0.4548827437301882,0.005845816560235473
U0107,0.45131769303509023,0.341060411324082,0.4801534106405094
U0108,0.24602896227263282,0.002144140014165019,0.49793364794074557
U0109,0.4594467013381699,0.2252622600941404,0.27436180120045445
U0110,0.13417050750204146,0.003261742952540503,0.18547239343890876
U0111,0.3285799562780087,0.3307547757023755,0.4921651215594433
U0112,0.15968006057663492,0.21552551512233364,0.22494734551203766
U0113,0.40596090251924144,0.27532068191867504,0.44853592816701393
U0114,0.2607007715820294,0.32695548954848536,0.41226185270658455
U0115,0.3011083204301544,0.09927353746351153,0.4247007957417011
U0116,0.3400952143207761,0.19754444530742998,0.17587775481675078
U0117,0.06657508981505517,0.40911668405285856,0.3508886011353619
U0118,0.34388151765401337,0.48761541728669106,0.2793680063960914
U0119,0.4046385585816833,0.002751766693263824,0.1675727143539576
U0120,0.1652357605511553,0.23105587996096888,0.41636749220394614
U0121,0.141010207634799,0.21381338474820882,0.005142644204838287
U0122,0.16377375455726206,0.11613783951759604,0.07145277951340523
U0123,0.299377554645142,0.2408533547997132,0.24048917367205852
U0124,0.2815874600143777,0.26083874205185126,0.240747279626927
U0125,0.36942605527325767,0.16204790671054564,0.385743298123235
U0126,0.07951083752080923,0.1361154155905474,0.2973298060951649
U0127,0.08281675395024657,0.047031408677787157,0.20392138163429724
U0128,0.3306136706289141,0.04800795296340482,0.05176829105317804
U0129,0.27542723222161164,0.18663334954461092,0.48871585558212083
U0130,0.11824383461808047,0.2024718180098936,0.12980086306584265
U0131,0.35870679076870665,0.11586443998235835,0.38523557382441825
U0132,0.32374277864500045,0.2846664791081652,0.07959007302164339
U0133,0.42349648583807037,0.403787194866342,0.08493475249584842
U0134,0.19303945744253465,0.09137410390381728,0.45072767317586804
U0135,0.20978834353571268,0.37199579657479936,0.34192909111154673
U0136,0.41373089551364023,0.384834531806025,0.15127090648637032
U0137,0.03611438292341573,0.4853257520537167,0.3898203798042246
U0138,0.09556564958205238,0.21237264431035047,0.3250718766928408
U0139,0.09490957161925756,0.1758718682904052,0.395080918051823
U0140,0.14973393112380667,0.24464643307978295,0.37978960695611297
U0141,0.3876274986124783,0.38909611387832027,0.4674135265413006
U0142,0.4736055251673121,0.08706611967162908,0.38402093387191427
U0143,0.10162264798431087,0.1922268094512185,0.41391424591550013
U0144,0.23256234014653993,0.318917526316213,0.261123221077963
U0145,0.3531662362916913,0.46402530656632984,0.4124270897964127
U0146,0.06026366909532016,0.1458008173093166,0.4990466860243954
U0147,0.45776506145241946,0.09972528597134772,0.3680514587746252
U0148,0.19198864672629978,0.48036881089529065,0.25216311455505497
U0149,0.38073276156313457,0.13914648528228524,0.26622294186935774
U0150,0.4413481836138791,0.1781483068131195,0.32455759964278896
U0151,0.4230683296848884,0.3283722315390056,0.04559846956667957
U0152,0.33037136813611045,0.0939215196854144,0.3264102763534401
U0153,0.40588458138176137,0.17656280048586004,0.16670584572380565
U0154,0.08507802268259224,0.4910522071118307,0.17405148143648952
U0155,0.34691565785317235,0.4074395752603896,0.3079763830391021
U0156,0.011371546485668349,0.28093300424600776,0.35940645034366303
U0157,0.4189636321344518,0.13538915961725373,0.4204925229727813
U0158,0.2940691806821848,0.4997260288752481,0.16077364905454283
U0159,0.44936074929270414,0.3478941208136442,0.4475810753813995
U0160,0.2907891984450032,0.17857213618270845,0.3479202805782019
U0161,0.4300897614653926,0.40404433064797246,0.4623285103843934
U0162,0.4209870371318118,0.3180930475673377,0.22044342621770202
U0163,0.07651498272277568,0.43436086356547376,0.4658122643513937
U0164,0.4410144664865874,0.21488138410338975,0.22522369873061288
U0165,0.03716501074738848,0.1358877961437024,0.13656838250086217
U0166,0.2910921655355279,0.17570011399067725,0.12347814731112905
U0167,0.40032300290283584,0.14046729154383836,0.46076533770544004
U0168,0.49539870364869354,0.2931176849534425,0.23068370741062388
U0169,0.415107637937655,0.1977733139693505,0.4515506058877297
U0170,0.23633665679221316,0.007793872946676772,0.2974001969700778
U0171,0.47236536102094695,0.4218459516825899,0.2518976695655017
U0172,0.4149852787490366,0.19272430465332652,0.3267091128570896
U0173,0.1924113756540169,0.36694539699938433,0.49732129287654014
U0174,0.25350561818320766,0.13994589877320285,0.392035774904508
U0175,0.12834645921506876,0.22804678233645526,0.22805312812103684
U0176,0.379837459576086,0.3651778821659987,0.24462336321270006
U0177,0.07101314914465051,0.14816346959802168,0.30435510665026844
U0178,0.28574654917442116,0.2640896715626816,0.018773833251419125
U0179,0.4615409033274029,0.3012183856047276,0.39642854492354274
U0180,0.4027151700697359,0.16846631684572233,0.2546710282322086
U0181,0.45345002053994315,0.2642938728303176,0.13659273032388175
U0182,0.2230561547091896,0.10107953884107118,0.45149360306151876
U0183,0.4608202691250127,0.0456586673690525,0.17087565359045492
U0184,0.24235087496902386,0.10658750394896299,0.45072028382432316
U0185,0.2812790157276531,0.22409077945566502,0.4564113896858952
U0186,0.49675044733182067,0.4266874034620809,0.05178069873972074
U0187,2.2430998530473953,2.2651107027304924,2.8637531294175194
U0188,0.236344362822686,0.20377122987888013,0.47153647219206263
U0189,0.39787238078381465,0.05725498758908182,0.0808549333866021
U0190,0.379120145748777,0.19586033829821858,0.22604016347997413
U0191,0.15227247688844364,0.08403568464322575,0.38788787784606593
U0192,0.36393305521155955,0.4655074874638163,0.3859531473931143
U0193,0.3271613397521437,0.0860598020457718,0.27112305521880176
U0194,0.3602215912532519,0.46057500316359573,0.30884412791948473
U0195,0.4793713032917514,0.20447965749915498,0.3944731944783833
U0196,0.09844608969837232,0.4280987174686333,0.04485366062473639
U0197,0.2200425907438523,0.2615497625528504,0.2157050383295528
U0198,0.4492463529189438,0.19535521938321193,0.02679893728834598
U0199,0.09851481159715181,0.4220148703070652,0.47083691422362356
U0200,0.2529889379469559,0.014592681429484944,0.32946961056814694
U0201,0.1453366852600113,0.3619351810255468,0.3771887998249251
U0202,0.05285860638705259,0.2549727678188739,0.1682988677128523
U0203,0.31166220061766736,0.4590801065926482,0.10151962273508497
U0204,0.17501297098900004,0.06212093894752574,0.014076545555656406
U0205,0.058056163440097674,0.31809954032282206,0.45473195859140286
U0206,0.21335472627042967,0.42592693868903625,0.02484818869979566
U0207,0.28633800874781135,0.4201902444102885,0.40159853582680316
U0208,0.32413539021312304,0.047334317302060225,0.4792702073514233
U0209,0.20917270231619617,0.45197262053835546,0.48649948222305844
U0210,0.1827295779806291,0.48855331424202825,0.21085170459647434
U0211,0.3686405951458781,0.04750235342156556,0.2813326389783245
U0212,0.048715567594162346,0.45696648128546385,0.2358234487461739
U0213,0.360032884872404,0.3745147370230188,0.4694007578948996
U0214,0.2681545719952403,0.34296512752973957,0.12834244204092482
U0215,0.019418618019441336,0.09580974832052841,0.44660594469258547
U0216,0.10521993972645499,0.495294931504324,0.0234783320813704
U0217,0.4374687836155896,0.42041298864715687,0.029579154091183557
U0218,0.12520576965632008,0.06909831672117189,0.4890973045522629
U0219,0.34212136973934654,0.33995553158802144,0.17670304995465153
U0220,0.0915701644892038,0.2564942079281771,0.2384279549158802
U0221,0.07035002998344159,0.2245084964454419,0.3574054743596283
U0222,0.05945233616399498,0.4130334561318107,0.18769249798424031
U0223,0.49522794269808734,0.16371960246551692,0.309827647745895
U0224,0.01129892458113263,0.12057290976932616,0.26097246200959556
U0225,0.24841717904183103,0.046526402834406566,0.08451016892094998
U0226,0.020196233967848864,0.0358226012603734,0.13426463837695973
U0227,0.05544553479516273,0.030598354004774342,0.20360005220320004
U0228,0.32908393802845415,0.1660577020141411,0.25168164923440023
U0229,0.25479050743813214,0.3873576349593058,0.24572526108513915
U0230,0.45474812074299964,0.18849819208290425,0.19802691341360484
U0231,0.4209429570319438,0.45999982321844357,0.16050413704814404
U0232,0.3869515459590951,0.3349388880473185,0.39921095581824795
U0233,0.2665091712233864,0.20819500427428544,0.20834922791265392
U0234,0.2124226733428342,0.24899920497640116,0.3941554070865935
U0235,0.10719614478904488,0.3807607303635154,0.2589871814354465
U0236,0.2624641154542701,0.37865473794180643,0.08200256610502704
U0237,0.386441873543569,0.44158849502342107,0.09907840242961213
U0238,0.42364967968180334,0.09139139207433661,0.26397199461343085
U0239,0.30391461202705744,0.08512954875101614,0.17776229758571083
U0240,0.2622020785502837,0.09026252477013758,0.32623872852670216
U0241,0.023713294633661564,0.11449409850923747,0.37353273227962364
U0242,0.37336746844615737,0.31280118995836725,0.2584205660335511
U0243,0.3959633673239398,0.2331317615891061,0.023480720153097323
U0244,0.2498481802604457,0.2904997677533635,0.14910976602431475
U0245,0.05202509691163021,0.42844616844284866,0.10248858203608785
U0246,0.0872467748998963,0.33449866279979473,0.43136281632116835
U0247,0.2809560205715453,0.20702809832757102,0.4335493989559236
U0248,0.10890237303074118,0.2727150898806446,0.04410593538471014
U0249,0.483410991605829,0.005672218069902368,0.31169770770551797
U0250,0.2356383463408036,0.08221087150899148,0.3520002686671507
U0251,0.34555928738328073,0.01766858087757006,0.007945914504499108
U0252,0.21863765762082438,0.04969327608848767,0.4063911716046429
U0253,0.47538519349024594,0.19862385981463992,0.355933440781031
U0254,0.4928360022275481,0.10420825883241813,0.41844784771084836
U0255,0.47905208682259276,0.14567999991299924,0.33226788327365125
U0256,0.4007405712536883,0.26288497828930674,0.031015375720201577
U0257,0.021131000828103874,0.021876009828586285,0.10900820007332052
U0258,0.1303258760291937,0.21028646035009985,0.2569717741438834
U0259,0.1985769112573309,0.39970503577996436,0.19526099414200188
U0260,0.25838448003497516,0.16191951600691296,0.2260901262065349
U0261,0.126852447298954,0.2883105528737693,0.48231597172254553
U0262,0.21335803806052017,0.07990964885417606,0.250132628302738
U0263,0.38358812904104034,0.0674837713982685,0.483756765146702
U0264,0.3280075851778015,0.18784508546277168,0.3703931751170987
U0265,0.23358390890715347,0.242056426712502,0.2072117154099143
U0266,0.39712968560941747,0.12659514341282302,0.32527922813555693
U0267,0.04278242684696959,0.2777300560192194,0.47779534487508707
U0268,0.0014004954860986074,0.4030895018295735,0.21246878226580496
U0269,0.04542789655416368,0.2684034293655594,0.09710221514983813
U0270,0.40250778193864994,0.09106235871025092,0.41054455925018163
U0271,0.32058659494643527,0.18306003090332162,0.11453289793937305
U0272,0.3100431537932242,0.4643345053525031,0.36785441987830697
U0273,0.4862699217175274,0.03707755986498018,0.17545037907505978
U0274,0.35198221659856077,0.30551358029870296,0.06306971634433461
U0275,0.2738243218675038,0.2661823938676926,0.44494405953759963
U0276,0.4588761545452732,0.24056051389272443,0.24406556686690756
U0277,0.2851868553820496,0.35862289475301706,0.30688541127184515
U0278,0.38283464800649203,0.03670183974969976,0.1474550468148726
U0279,0.09257604557980126,0.2913170640824187,0.05916835246164864
U0280,0.47770869176781194,0.2218495738543093,0.26710669873157267
U0281,0.36546423469232314,0.2200257510404337,0.005123335096230308
U0282,0.2253763007622947,0.3483491051541142,0.11656002806756022
U0283,0.2200707584276323,0.33004179035048126,0.24547152556695961
U0284,0.36107546237651056,0.04354784704463144,0.4616862012451056
U0285,0.24837227038920429,0.31673173245629715,0.039396189397407855
U0286,0.28171495074901964,0.35349616955000335,0.10513426353191496
U0287,0.4877734490202818,0.2876728389287846,0.28691143445132294
U0288,0.19929085052007672,0.2141778650454375,0.08224928908614693
U0289,0.31116423187330416,0.34134230213811395,0.14328154587140507
U0290,0.14313599474248728,0.2190506623262906,0.48603318888172536
U0291,0.19195976014931065,0.26084114317322665,0.20086552897386123
U0292,0.21812907462237408,0.19390824902931691,0.14990603618139103
U0293,0.29312888781917135,0.11901618397130515,0.10704138375275962
U0294,0.1871785432028492,0.37214746986436237,0.4403332897354274
U0295,0.2469438732962524,0.22321149076295033,0.4412525970200024
U0296,0.2594256260603116,0.25949875216703455,0.3393171870573814
U0297,0.49485904629363914,0.39414975282490994,0.215842368068778
U0298,0.0028941913588348966,0.28487812451615524,0.3561810516938605
U0299,0.3006783034441922,0.21435950474412097,0.21152963071140463
U0300,0.35474502787665924,0.16383935806180577,0.26120142973633814
U0301,0.10305972599121738,0.37747788891294914,0.35352502547136766
U0302,0.11921350697616467,0.3161598101407649,0.27303788997368755
U0303,0.22097308882720357,0.2654878616587108,0.4455463676628354
U0304,0.41022687410397685,0.4855195385678868,0.05163733833505546
U0305,0.2047575411008415,0.38654663246742105,0.3790834455497039
U0306,0.19134259057946196,0.05893329804555597,0.3027080227969936
U0307,0.4823386327500741,0.37017021259772226,0.2956427209674714
U0308,0.35601304759238506,0.22026497543724838,0.42723518073256117
U0309,0.26811603563358316,0.24879976443189222,0.025146934296853884
U0310,0.4705459551648113,0.046678813543525044,0.07106702375515156
U0311,0.3905824269816085,0.2831077728175611,0.19840247950395223
U0312,0.42050500438485516,0.31315586162133907,0.29578579238611635
U0313,0.48622888730859154,0.47528599393837684,0.46845771455329355
U0314,0.14156977532642023,0.12753824343331338,0.3532386329457081
U0315,0.09615795560889817,0.39467421390420715,0.07008407093228824
U0316,0.11152076312279052,0.08040768129954434,0.13853316947931965
U0317,0.24805344693956216,0.31795073923144973,0.10006557805275773
U0318,0.19340126457509932,0.24331109751264735,0.34638617652720655
U0319,0.3540366163541468,0.40347185181611567,0.3660416683317845
U0320,0.2366964890575295,0.23565189470424425,0.4346289818915091
U0321,0.4829570853275902,0.26539772402343514,0.36095631881025325
U0322,0.010362249789313716,0.35770215367754565,0.19932668428653882
U0323,0.08943318052584903,0.20191455202917385,0.287590869465959
U0324,0.4584728234534817,0.3202152941974866,0.4472515769238651
U0325,0.34001916329959486,0.48734198047445443,0.43282664896776185
U0326,0.4585578064792553,0.11088234114251472,0.056836256610214686
U0327,0.4139791588317412,0.2060832889032812,0.4804764457103924
U0328,0.33918693946892803,0.4422784084329062,0.01655657602332483
U0329,0.11999846691197175,0.1831953369339377,0.09474121302881239
U0330,0.026745788334888443,0.2765339275234995,0.2014197486998019
U0331,0.10343973075189589,0.19084703330905767,0.4334107992606349
U0332,0.4607059656779721,0.46581463521446703,0.36507050491785115
U0333,0.03546061040299309,0.35677938126928493,0.012235193450356396
U0334,0.44376160715314494,0.4292615815285964,0.14551473853032726
U0335,0.011894130938303882,0.4697923313580912,0.2486294404070632
U0336,0.3747359393654071,0.15328677243516753,0.12091746871811626
U0337,0.08790214480629116,0.3127836496149644,0.28169793364548024
U0338,0.3429668330159083,0.08969342291774196,0.16323329197576947
U0339,0.409863922134691,0.046387986194186714,0.38706899932254657
U0340,0.1827392698224291,0.28695601585860003,0.458516015272002
U0341,0.18660172049779994,0.4226548793888493,0.22161582144058123
U0342,0.0635775370897601,0.48886171339972534,0.2541097831141551
U0343,0.20982453871159884,0.3842413300354692,0.19990539471734525
U0344,0.22020750710504328,0.21851341345221875,0.1743067638040357
U0345,0.4719296251400503,0.2203582101162207,0.060180155744921915
U0346,0.13762952755547814,0.009284065071121284,0.3077340711823194
U0347,0.12853540699650406,0.09643366618347149,0.16826734461225273
U0348,0.08238975322115516,0.4616683890072185,0.3576700601805767
U0349,0.43339603546364136,0.4587782503765435,0.15471776337390003
U0350,0.25373173682904443,0.10138433972556105,0.051551691072203365
U0351,0.29108375924349783,0.3068110858883596,0.18219928466913404
U0352,0.044440452970808064,0.3727795555279305,0.21024293667399568
U0353,0.007086875544353111,0.24365460323080596,0.44849273325723227
U0354,0.062241441357593574,0.42511778954153767,0.3698680931385613
U0355,0.2603974711261117,0.16952598608048508,0.20961191915634408
U0356,0.37828878116519465,0.3131340353082126,0.3897491627503354
U0357,0.23004114053375085,0.14459441584591842,0.29535860660448143
U0358,0.3753970942382643,0.35703593546638523,0.32212637838668834
U0359,0.24983411198270133,0.39069469071539326,0.022504934429416257
U0360,0.45366373157118706,0.4069835611637371,0.13782678898938872
U0361,0.03346726562872404,0.245488504061678,0.41684257224386684
U0362,0.46304825295038154,0.39429865450219503,0.21663017771056015
U0363,0.26539222023826137,0.04999829056017985,0.09703042255709776
U0364,0.07753517198354132,0.3352541715423744,0.46654425947162326
U0365,0.40884873847055747,0.2607973914093943,0.04772572729213742
U0366,0.06783466733079518,0.2421804539251044,0.36212021733487554
U0367,0.12480397204535926,0.31891204581360766,0.11230548740562657
U0368,0.42118448915430196,0.46287152642402013,0.1977248115838891
U0369,0.4443218327247281,0.006753417087605906,0.1953770133600054
U0370,0.11078797970997895,0.2697143544516461,0.2663229671766979
U0371,0.12774389407338144,0.18460504799676053,0.3930054140091964
U0372,0.44071353705983174,0.2764797346980357,0.2007909095136075
U0373,0.23659028573233304,0.23854962646445865,0.40341154120419764
U0374,0.1274160224684418,0.382344355830926,0.3484040421447692
U0375,0.014333818288101374,0.04444356482427342,0.3763665146678689
U0376,0.09798233112233384,0.0955380204644864,0.31167161276119726
U0377,0.1334843001960872,0.3064030398688946,0.06895124443135581
U0378,0.47672517446695223,0.4321877893087397,0.2853365048262714
U0379,0.3012508643485509,0.25013007995732256,0.12102184485063167
U0380,0.19088243594325693,0.02150059151167183,0.25745007352322785
U0381,0.0023238248201680745,0.1754679754360987,0.456335409650778
U0382,0.4927145757003997,0.20629544534529193,0.08162352697942321
U0383,0.43208186900008316,0.2337247875005925,0.06427110580737716
U0384,0.17441315042829242,0.23136661952013782,0.2682588636724716
U0385,0.4035778440641538,0.02256618743631411,0.12497413289663067
U0386,0.2162695838223091,0.3533434361499902,0.17123658841945455
U0387,0.3216636164424725,0.18170506960167637,0.26493548823352064
U0388,0.3618212112598176,0.3459331919092817,0.4803646265975129
U0389,0.42461461369421405,0.20104460551041242,0.14241303755118873
U0390,0.4462143335323674,0.44776443693778345,0.10772676854297492
U0391,0.1815350969673883,0.3400267851748681,0.17011041346981448
U0392,0.34697485307651726,0.3239689451519192,0.41206620226729923
U0393,0.349976686459622,0.36367490413702747,0.25989414053850884
U0394,0.35623454179507924,0.38737415893508537,0.2764414089627008
U0395,0.4682256962031897,0.196410825464991,0.22795354547465274
U0396,0.49108962329005534,0.2106687931948028,0.1609495608925487
U0397,0.23802364754553057,0.1838095835250565,0.27752319058826525
U0398,0.2440104115252486,0.13325337924367336,0.13524823348740622
U0399,0.482057777952215,0.2552990702528418,0.29168446736030085
U0400,0.3346284196319362,0.45756190799524404,0.22362278410009634
U0401,0.3602326161204684,0.01445934484832806,0.4075543851204249
U0402,0.05829107377639087,0.3245139082064178,0.48345051990618787
U0403,0.42406438329701523,0.12989027443610152,0.24436758890946153
U0404,0.1944847996551617,0.18401761481220796,0.10252512225224508
U0405,0.49591096489319564,0.01639057458393478,0.42359930773708016
U0406,0.19089138035733882,0.3255610728100836,0.17399956659076832
U0407,0.0018322619392663886,0.26354017065698704,0.3451413945425085
U0408,0.3612650044896644,0.12422544502181393,0.16360174819853324
U0409,0.02179427817256485,0.37026930029118155,0.42507892567468925
U0410,0.41325823179968724,0.27248994855603675,0.09447586052366741
U0411,0.4833500795287249,0.09346772843803791,0.081456100870818
U0412,0.3651171948192766,0.19262436211040657,0.07169519544259656
U0413,0.0603784804595604,0.017051168986949805,0.06485075684070779
U0414,0.1094343386856585,0.09235158903146273,0.10195665602914
U0415,0.16919244784797954,0.1796690930634855,0.421271748708033
U0416,0.2675664530516391,0.23508146500192162,0.4163387125575403
U0417,0.4215020108540544,0.03450736663127019,0.4819429315087406
U0418,0.3336403730263432,0.2733345632215429,0.0014936396896577664
U0419,0.47654780760426396,0.1871075195764193,0.05696887475902229
U0420,0.4619132530911024,0.42973086147415035,0.04797286209610635
U0421,0.15443272047905265,0.03113153118133888,0.3246077909187021
U0422,0.4883218800908999,0.2990750729271283,0.2706341603610011
U0423,0.3331397777206876,0.2690615011793896,0.2630585039583567
U0424,0.21805876195405327,0.3026566482011988,0.09543300738884442
U0425,0.23831078330667244,0.23801624457467657,0.2570846969859117
U0426,0.19303416832075587,0.02071952899732754,0.27543301866858083
U0427,0.14383577523697405,0.4515870405344378,0.34136246254825664
U0428,0.1503703299316091,0.26928575480869243,0.4885913121222293
U0429,0.392477886299946,0.00525340458627277,0.10454089889826279
U0430,0.49199708517973134,0.4553301801870559,0.4061849040091854
U0431,0.39568069481868556,0.23576269677727396,0.22168423607965204
U0432,0.2503310574316029,0.4207056333557211,0.029368362757863753
U0433,0.06811333655071111,0.4977613566213771,0.40341784767223854
U0434,0.30360966931131644,0.35216706460051056,0.3432899974686103
U0435,0.29559570207609304,0.08685745370135639,0.0844010353027227
U0436,0.12002281001430842,0.22139734592994476,0.4766464423549018
U0437,0.36446167756312414,0.4694370148180923,0.45877547595467266
U0438,0.3581942007573683,0.04666747771205698,0.14075265190088943
U0439,0.1431324726855034,0.4618181804181693,0.47652240023500453
U0440,0.4438586493921119,0.39910116667863377,0.09165281728216407
U0441,0.3669594381861896,0.3462832578176134,0.24965712709910898
U0442,0.40555068979537795,0.4098586668922326,0.10400973660474239
U0443,0.1166101574389038,0.42011332354715614,0.3582573108102454
U0444,0.46546105380338776,0.150845776049161,0.10364084842710442
U0445,0.4601683115880254,0.3340634879809741,0.12100291104382355
U0446,0.08430622021217332,0.21652250761117386,0.04673460063553664
U0447,0.20328953091942809,0.15674304557132912,0.1127668248973614
U0448,0.2726854248174034,0.4205591154602992,0.34262072180604486
U0449,0.3162720753345795,0.140010354951975,0.4512335563673734
U0450,0.33336780956203826,0.21034841761516887,0.2633884359479069
U0451,0.05932901330088847,0.2543517748277598,0.4026989128841452
